variant,daily_cost_EUR_mean,daily_cost_EUR_std,VPP_tracking_RMSE_kW_mean,VPP_tracking_RMSE_kW_std,DR_interval_compliance_pct_mean,DR_interval_compliance_pct_std,DR_violation_energy_kWh_mean,DR_violation_energy_kWh_std,battery_throughput_kWh_mean,battery_throughput_kWh_std,terminal_SOC_error_mean,terminal_SOC_error_std,physical_projection_fraction_pct_mean,physical_projection_fraction_pct_std,service_coaching_fraction_pct_mean,service_coaching_fraction_pct_std
direct_sac_no_safety,413.552015663189,8.842803324451605,188.83049921797274,36.186889856876014,89.07608695652173,5.27761886361314,44.1866133465849,39.18503521522469,2671.494273015339,562.4910493043328,0.11560123918194418,0.03972292619836927,0.0,0.0,0.0,0.0
proposed_no_terminal_recovery,391.3369944712526,5.627693822929022,83.94553144977696,4.219952172918271,100.0,0.0,0.0,0.0,2875.0117079909696,257.4846341407046,0.1739877196344808,0.0443848149492387,0.3396739130434782,0.2609084832835804,5.7019927536231885,1.1888479123044429
proposed_residual_safesac,393.00363897086254,3.0115148405590406,80.36980304006028,3.934430746741313,99.97282608695653,0.06076271677988353,0.003541933629992091,0.007920004368454903,2741.2835858726257,267.52224753539434,0.163952268446961,0.020050647689519776,0.4461050724637682,0.2772963610129475,5.303442028985507,0.674832138644384
residual_prior_no_safety,402.3495014524742,15.520324666480567,98.63038296595589,5.56597337018841,84.45652173913042,3.3593045916259947,31.93049246781221,8.697776696425576,2780.998291763556,191.64067585533965,0.1453083529134987,0.07411933096199019,0.0,0.0,0.0,0.0
residual_sac,390.28843772774064,5.238283725882249,87.66554889934616,5.107602614858534,100.0,0.0,0.0,0.0,2827.7589323264538,251.03037356713034,0.19117630794665208,0.035244939271620854,0.28532608695652173,0.1511453496011344,5.8605072463768115,1.2057387304902816
