controller,scenario,seeds,deterministic,test_days,daily_cost_EUR,daily_cost_EUR_std_across_days,daily_cost_EUR_median_across_days,daily_cost_EUR_iqr_across_days,objective_value,objective_value_std_across_days,objective_value_median_across_days,objective_value_iqr_across_days,grid_energy_cost_EUR,grid_energy_cost_EUR_std_across_days,grid_energy_cost_EUR_median_across_days,grid_energy_cost_EUR_iqr_across_days,imported_energy_kWh,imported_energy_kWh_std_across_days,imported_energy_kWh_median_across_days,imported_energy_kWh_iqr_across_days,exported_energy_kWh,exported_energy_kWh_std_across_days,exported_energy_kWh_median_across_days,exported_energy_kWh_iqr_across_days,export_energy_kWh,export_energy_kWh_std_across_days,export_energy_kWh_median_across_days,export_energy_kWh_iqr_across_days,carbon_emissions_kgCO2,carbon_emissions_kgCO2_std_across_days,carbon_emissions_kgCO2_median_across_days,carbon_emissions_kgCO2_iqr_across_days,carbon_intensity_avg_gCO2_per_kWh,carbon_intensity_avg_gCO2_per_kWh_std_across_days,carbon_intensity_avg_gCO2_per_kWh_median_across_days,carbon_intensity_avg_gCO2_per_kWh_iqr_across_days,pv_generation_kWh,pv_generation_kWh_std_across_days,pv_generation_kWh_median_across_days,pv_generation_kWh_iqr_across_days,pv_used_locally_kWh,pv_used_locally_kWh_std_across_days,pv_used_locally_kWh_median_across_days,pv_used_locally_kWh_iqr_across_days,renewable_self_consumption_ratio_pct,renewable_self_consumption_ratio_pct_std_across_days,renewable_self_consumption_ratio_pct_median_across_days,renewable_self_consumption_ratio_pct_iqr_across_days,PV_self_consumption_kWh,PV_self_consumption_kWh_std_across_days,PV_self_consumption_kWh_median_across_days,PV_self_consumption_kWh_iqr_across_days,renewable_self_consumption_ratio,renewable_self_consumption_ratio_std_across_days,renewable_self_consumption_ratio_median_across_days,renewable_self_consumption_ratio_iqr_across_days,battery_throughput_kWh,battery_throughput_kWh_std_across_days,battery_throughput_kWh_median_across_days,battery_throughput_kWh_iqr_across_days,equivalent_full_cycles,equivalent_full_cycles_std_across_days,equivalent_full_cycles_median_across_days,equivalent_full_cycles_iqr_across_days,mean_daily_peak_import_kW,mean_daily_peak_import_kW_std_across_days,mean_daily_peak_import_kW_median_across_days,mean_daily_peak_import_kW_iqr_across_days,horizon_max_grid_import_kW,horizon_max_grid_import_kW_std_across_days,horizon_max_grid_import_kW_median_across_days,horizon_max_grid_import_kW_iqr_across_days,peak_contract_violation_count,peak_contract_violation_count_std_across_days,peak_contract_violation_count_median_across_days,peak_contract_violation_count_iqr_across_days,peak_contract_violation_energy_kWh,peak_contract_violation_energy_kWh_std_across_days,peak_contract_violation_energy_kWh_median_across_days,peak_contract_violation_energy_kWh_iqr_across_days,VPP_tracking_RMSE_kW,VPP_tracking_RMSE_kW_std_across_days,VPP_tracking_RMSE_kW_median_across_days,VPP_tracking_RMSE_kW_iqr_across_days,VPP_tracking_MAE_kW,VPP_tracking_MAE_kW_std_across_days,VPP_tracking_MAE_kW_median_across_days,VPP_tracking_MAE_kW_iqr_across_days,DR_success_rate_pct,DR_success_rate_pct_std_across_days,DR_success_rate_pct_median_across_days,DR_success_rate_pct_iqr_across_days,DR_interval_compliance_pct,DR_interval_compliance_pct_std_across_days,DR_interval_compliance_pct_median_across_days,DR_interval_compliance_pct_iqr_across_days,DR_event_count,DR_event_count_std_across_days,DR_event_count_median_across_days,DR_event_count_iqr_across_days,DR_successful_event_count,DR_successful_event_count_std_across_days,DR_successful_event_count_median_across_days,DR_successful_event_count_iqr_across_days,DR_event_compliance_pct,DR_event_compliance_pct_std_across_days,DR_event_compliance_pct_median_across_days,DR_event_compliance_pct_iqr_across_days,DR_max_violation_kW,DR_max_violation_kW_std_across_days,DR_max_violation_kW_median_across_days,DR_max_violation_kW_iqr_across_days,feasible_DR_success_pct,feasible_DR_success_pct_std_across_days,feasible_DR_success_pct_median_across_days,feasible_DR_success_pct_iqr_across_days,DR_violation_energy_kWh,DR_violation_energy_kWh_std_across_days,DR_violation_energy_kWh_median_across_days,DR_violation_energy_kWh_iqr_across_days,min_SOC,min_SOC_std_across_days,min_SOC_median_across_days,min_SOC_iqr_across_days,max_SOC,max_SOC_std_across_days,max_SOC_median_across_days,max_SOC_iqr_across_days,final_SOC,final_SOC_std_across_days,final_SOC_median_across_days,final_SOC_iqr_across_days,terminal_SOC_error,terminal_SOC_error_std_across_days,terminal_SOC_error_median_across_days,terminal_SOC_error_iqr_across_days,hard_clip_fraction_pct,hard_clip_fraction_pct_std_across_days,hard_clip_fraction_pct_median_across_days,hard_clip_fraction_pct_iqr_across_days,soft_coach_fraction_pct,soft_coach_fraction_pct_std_across_days,soft_coach_fraction_pct_median_across_days,soft_coach_fraction_pct_iqr_across_days,physical_projection_fraction_pct,physical_projection_fraction_pct_std_across_days,physical_projection_fraction_pct_median_across_days,physical_projection_fraction_pct_iqr_across_days,service_coaching_fraction_pct,service_coaching_fraction_pct_std_across_days,service_coaching_fraction_pct_median_across_days,service_coaching_fraction_pct_iqr_across_days,mean_reward,mean_reward_std_across_days,mean_reward_median_across_days,mean_reward_iqr_across_days
no_battery,high_it_load,1,True,92,528.407135031028,171.397123666212,531.903237059788,263.186405329007,306.027227541045,151.84381022932,282.877448834696,234.514365652474,528.407135031028,171.397123666212,531.903237059788,263.186405329007,14110.5079674027,2989.29231038334,14230.9055170487,3751.82269159161,1.47881167091203,14.1842632568053,0,0,1.47881167091203,14.1842632568053,0,0,6838.56406085997,1834.98145235682,7066.41480315092,2692.5978871048,485.137639165402,80.9234553429939,497.213530882133,102.988380167188,944.477173913043,549.361797577953,762.35,737.45,942.998362242131,544.873649128419,762.35,737.45,99.9436718277216,0.537336516805715,100,0,942.998362242131,544.873649128419,762.35,737.45,0.999436718277216,0.0053733651680571,1,0,0,0,0,0,0,0,0,0,890.113862120357,220.708815863469,941.588978402883,307.514648493954,1267.03030526297,220.708815863469,941.588978402883,307.514648493954,27.195652173913,17.788895863811,32,26.25,1261.16695911191,1134.71247776477,1168.46901977562,1874.38608020161,214.100273562197,68.0417367771661,222.559460616159,97.1888812693462,170.849857973585,56.4846126618328,170.659563264912,67.5919724152694,82.6086956521739,38.1111608704768,100,0,0,38.1111608704768,100,0,16,0.381111608704768,0,0,0,0,0,0,0,38.1111608704768,100,0,574.666305905901,193.328315084015,0,0,82.6086956521739,38.1111608704768,100,0,13899.3231342058,332.646010148087,0,0,0.55,2.23261296799469e-16,0.55,0,0.55,2.23261296799469e-16,0.55,0,0.55,2.23261296799469e-16,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18778362021922,1.58170635655542,-2.94664009202809,2.44285797554661
rule_based,high_it_load,1,True,92,487.982636361789,156.812063934981,486.115290370683,230.357277140498,481.771041689207,224.925934992699,483.977260322617,355.270982196324,487.982636361789,156.812063934981,486.115290370683,230.357277140498,13227.363801846,2965.22255017167,13256.6836078814,2978.12991892338,29.2796568576991,99.3926700628828,0,0,29.2796568576991,99.3926700628828,0,0,6344.89163708046,1674.96368857526,6440.46175314292,2322.47518606336,482.838130653574,81.2651070009452,491.084465159627,100.989568235789,944.477173913043,549.361797577953,762.35,737.45,942.998362242131,544.873649128419,762.35,737.45,99.9436718277216,0.537336516805715,100,0,942.998362242131,544.873649128419,762.35,737.45,0.999436718277216,0.0053733651680571,1,0,1018.18542637144,543.175112208909,1330,504.999982118606,0.12727317829643,0.0678968890261137,0.16625,0.0631249977648257,887.926418724272,220.19750299476,941.588978402883,300.369209047504,1267.03030526297,220.19750299476,941.588978402883,300.369209047504,25.6847826086957,17.0841031099997,30,22.25,1180.82541713526,1087.11396120198,1098.82228800352,1554.29696838378,229.570639626218,63.2516024657759,242.100095088075,92.446148983791,185.740664071547,54.9834725881377,190.836457342196,86.6270216037293,86.1413043478261,33.8394988407994,100,0,20.3125,33.8394988407994,100,0,16,0.381111608704768,0,0,0,0,0,0,0,38.1111608704768,100,0,574.666305905901,175.719084332323,0,0,86.1413043478261,33.8394988407994,100,0,10548.9681925433,286.733076277571,0,0,0.296602679529969,0.1531001747602,0.2,0.298644117504898,0.558444181506845,0.0604875537649517,0.55,0,0.308901847103846,0.182252426612213,0.2,0.298644117504898,0.265696488043908,0.143571063312733,0.35,0.132894732136475,29.9479166666667,28.4227913497069,25,48.1770833333333,0,0,0,0,29.9479166666667,28.4227913497069,25,48.1770833333333,0,0,0,0,-5.01844835092924,2.34297848950728,-5.04142979502726,3.70073939787838
tou_self_consumption,high_it_load,1,True,92,488.314146657711,152.311381423182,513.633288764753,226.024752002537,448.958370894158,204.563674259277,451.962268402176,324.558201732531,488.314146657711,152.311381423182,513.633288764753,226.024752002537,13431.106456092,3001.80897048351,13373.8128775905,2963.85047344129,66.2112708790313,135.805286817059,0,75.5135403399355,66.2112708790313,135.805286817059,0,75.5135403399355,6439.06796624076,1683.88193538939,6555.6858960981,2252.25334468554,483.017044716554,81.4775202843191,493.085621030287,100.347776279842,944.477173913043,549.361797577953,762.35,737.45,944.014779833814,547.922940298955,762.35,737.45,99.9823873358132,0.168014108092137,100,0,944.014779833814,547.922940298955,762.35,737.45,0.999823873358132,0.0016801410809213,1,0,1004.75325212452,633.904118758465,1330,842.500017881393,0.125594156515565,0.0792380148448081,0.16625,0.105312502235174,893.275732311295,215.479625112244,936.156476223357,252.251923320549,1267.03030526297,215.479625112244,936.156476223357,252.251923320549,26.6195652173913,17.4071113365662,31,25.5,1209.47541579753,1096.50055852128,1110.3566562027,1780.94161443562,236.791140355028,66.7018800833097,248.990754130106,103.174186341158,190.472924811701,58.5865235480061,193.78101383091,101.731380696491,83.1521739130435,37.2673544742296,100,0,3.125,37.2673544742296,100,0,16,0.381111608704768,0,0,0,0,0,0,0,38.1111608704768,100,0,574.666305905901,186.972854951329,0,0,83.1521739130435,37.2673544742296,100,0,13018.004979711,322.252673731041,0,0,0.324027460568011,0.162458109007962,0.2,0.35,0.576804339301184,0.0843845772426299,0.55,0,0.350831799869195,0.209670011892327,0.2,0.35,0.247199075734104,0.149286653329414,0.35,0.239785153861158,19.2934782608696,19.0593617065232,11.4583333333333,33.8541666666667,0,0,0,0,19.2934782608696,19.0593617065232,11.4583333333333,33.8541666666667,0,0,0,0,-4.67664969681414,2.13087160686746,-4.707940295856,3.38081460138053
carbon_aware,high_it_load,1,True,92,507.942086887436,159.117156147103,530.214302303928,228.113740314916,473.005936545684,203.311491668331,468.170487944271,336.160024337355,507.942086887436,159.117156147103,530.214302303928,228.113740314916,14082.1364088516,3258.91338478959,14003.9283540082,3966.60072609345,20.2992978393198,66.788393803534,0,0,20.2992978393198,66.788393803534,0,0,6646.20830668801,1617.94701255912,6697.45230082863,2460.07470773392,478.264801595405,81.3275456392967,482.031956530568,106.908833680413,944.477173913043,549.361797577953,762.35,737.45,942.998362242131,544.873649128419,762.35,737.45,99.9436718277216,0.537336516805715,100,0,942.998362242131,544.873649128419,762.35,737.45,0.999436718277216,0.0053733651680571,1,0,1671.44211497546,926.526644909326,1463.40458291141,143.684210526313,0.208930264371932,0.115815830613666,0.182925572863927,0.0179605263157891,965.037547249604,208.960989791893,964.535524278198,195.980986723161,1545.67674820593,208.960989791893,964.535524278198,195.980986723161,31.8804347826087,17.4222558129275,34,23.75,1617.91814982506,1324.20452874798,1229.40758937021,1808.53471649774,254.969813177918,63.6851081378744,253.988577402664,72.4022116916423,204.840617756816,56.708051003153,201.632478528544,72.3531419166648,88.3152173913043,28.153105482413,100,0,32.8125,28.153105482413,100,0,16,0.381111608704768,0,0,0,0,0,0,0,38.1111608704768,100,0,574.666305905901,140.619048158347,0,0,88.3152173913043,28.153105482413,100,0,6187.1764715972,208.821996379773,0,0,0.377909419488208,0.176170121982351,0.320194300556997,0.3678125,0.718255840639847,0.1692507906125,0.730351557722316,0.35,0.516743622198824,0.313792443397874,0.440611641770964,0.7,0.297096658939122,0.101722428369137,0.35,0.0416211014473805,35.1902173913044,29.9794466276271,29.6875,54.4270833333333,0,0,0,0,35.1902173913044,29.9794466276271,29.6875,54.4270833333333,0,0,0,0,-4.92714517235088,2.11782803821178,-4.87677591608616,3.50166692018078
greedy_tracking,high_it_load,1,True,92,481.048846522476,162.464108283108,480.831172176712,254.950840990021,397.817274819902,216.564133667125,369.827695541895,349.824578491829,481.048846522476,162.464108283108,480.831172176712,254.950840990021,12878.5764014877,2902.53259283674,12950.6237921841,3739.69507728404,0,0,0,0,0,0,0,0,6211.89092297988,1751.72664884124,6417.31539248008,2498.93575443167,482.705832601019,81.7050362447407,496.452112698273,102.601963075536,944.477173913043,549.361797577953,762.35,737.45,944.477173913043,549.361797577953,762.35,737.45,100,2.99591122651878e-15,100,0,944.477173913043,549.361797577953,762.35,737.45,1,3.70074341541719e-17,1,0,2258.64990122902,627.323268119854,2211.18372368372,840.806514620435,0.282331237653627,0.0784154085149818,0.276397965460465,0.105100814327554,841.429133208621,276.204402058812,928.543623036936,445.554999786724,1267.03030526297,276.204402058812,928.543623036936,445.554999786724,16.2608695652174,13.3982691724702,15.5,26,850.081567477217,875.127872971358,681.060519670261,1276.36098404197,138.858897995443,100.004183302757,156.419853415439,173.756176374412,76.7394473824643,69.7334890511747,72.305885407337,92.557897818407,84.375,35.0443694431834,100,0,10.15625,35.0443694431834,100,0,16,0.381111608704768,0,0,0,0,0,0,0,38.1111608704768,100,0,574.666305905901,192.47855970204,0,0,84.375,35.0443694431834,100,0,11892.601776541,294.24627713215,0,0,0.212814098372537,0.0291503700998592,0.2,0,0.600970908748651,0.0707278839712377,0.573293203950141,0.0982455245983865,0.213005956536955,0.0290863695092323,0.2,0.0056597529730424,0.336994043463045,0.0290863695092323,0.35,0.0056597529730425,27.1625905797101,22.8594824831954,26.5625,29.4270833333333,0,0,0,0,27.1625905797101,22.8594824831954,26.5625,29.4270833333333,0,0,0,0,-4.14392994604065,2.25587639236588,-3.85237182856141,3.64400602595655
no_battery,ai_training_bursty,1,True,92,450.853539257042,160.001455721196,465.523340382208,244.383137969112,227.532975395113,107.799252496324,213.488500337631,134.75455469386,450.853539257042,160.001455721196,465.523340382208,244.383137969112,11966.0820563986,2995.35230556768,12282.0473840358,3392.68538112696,5.96365440816818,47.0104443442597,0,0,5.96365440816818,47.0104443442597,0,0,5802.59882209703,1739.92148145272,5947.65155317715,2524.9732789445,485.334795012485,80.7982807815555,497.132930377976,100.308940147724,944.477173913043,549.361797577953,762.35,737.45,938.513519504875,533.347830567277,762.35,737.45,99.7633069936416,1.79086554905932,100,0,938.513519504875,533.347830567277,762.35,737.45,0.997633069936416,0.0179086554905932,1,0,0,0,0,0,0,0,0,0,844.664562741502,283.568951568212,882.932000560614,464.542832194367,1394.06060573246,283.568951568212,882.932000560614,464.542832194367,17.0869565217391,14.7630755409115,14.5,30.25,669.006506642807,799.294439171768,385.672115569899,996.408530195262,177.413227138433,59.9725079602228,166.341424336475,73.7049976077761,139.569796997203,44.032706816918,136.494778165318,50.075204633228,82.6086956521739,38.1111608704768,100,0,0,38.1111608704768,100,0,16,0.381111608704768,0,0,0,0,0,0,0,38.1111608704768,100,0,356.405519779892,118.757269576786,0,0,82.6086956521739,38.1111608704768,100,0,8096.04125729939,193.892502612133,0,0,0.55,2.23261296799469e-16,0.55,0,0.55,2.23261296799469e-16,0.55,0,0.55,2.23261296799469e-16,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37013516036577,1.12290888017004,-2.22383854518365,1.40369327806104
rule_based,ai_training_bursty,1,True,92,411.755872564082,145.970249512147,431.903520929103,229.151900622474,412.918779881654,195.105119423615,415.884915294866,306.010751725705,411.755872564082,145.970249512147,431.903520929103,229.151900622474,11134.9924904663,2917.90419889771,11307.2570873398,3342.29052221522,78.482142892039,180.349422926264,0,60.6149678076957,78.482142892039,180.349422926264,0,60.6149678076957,5335.30805683733,1572.3771788342,5312.13729315137,2388.60623377711,482.687733622315,81.2373252421824,488.804631680598,96.2958249445655,944.477173913043,549.361797577953,762.35,737.45,939.146336344741,534.973438436211,762.35,737.45,99.7908216535019,1.77480875423646,100,0,939.146336344741,534.973438436211,762.35,737.45,0.997908216535019,0.0177480875423646,1,0,1025.52238269882,533.210086449473,1330,490.937512293457,0.128190297837352,0.0666512608061841,0.16625,0.0613671890366822,838.80662182921,280.365039882269,865.746210151755,436.575442543894,1394.06060573246,280.365039882269,865.746210151755,436.575442543894,15.945652173913,13.9570488162042,12.5,26.25,624.362694230489,774.737036193606,312.323194188476,885.104867182325,213.795399602601,60.7004098033539,216.674020181968,84.3244283984424,166.034941825227,47.6984524016186,166.75731106404,72.2167203259748,86.4130434782609,33.7986611913513,100,0,21.875,33.7986611913513,100,0,16,0.381111608704768,0,0,1,0.104257207028537,0,0,6.25,37.1429490241063,100,0,356.405519779892,107.03769138521,0,0,86.4130434782609,33.7986611913513,100,0,6034.80269631692,166.847395388432,0,0,0.297346967682072,0.154171738511905,0.2,0.35,0.560186708634597,0.0601423061585902,0.55,0,0.310644374231598,0.183757104322345,0.2,0.35,0.265950438867454,0.142058005738353,0.35,0.137073394179491,30.0271739130435,28.3517974977178,25,47.3958333333333,0,0,0,0,30.0271739130435,28.3517974977178,25,47.3958333333333,0,0,0,0,-4.30123729043389,2.03234499399599,-4.33213453432152,3.18761199714276
tou_self_consumption,ai_training_bursty,1,True,92,413.271465143964,143.382164524835,423.420703647285,219.28423157242,376.919935093436,169.890527096077,388.704733298289,277.637297051109,413.271465143964,143.382164524835,423.420703647285,219.28423157242,11391.4813629954,2974.53261284877,11662.1794856468,3852.254915927,164.059382485486,215.996342301653,91.2524527321038,277.054132961775,164.059382485486,215.996342301653,91.2524527321038,277.054132961775,5457.59768348003,1602.66803493029,5523.67286192625,2314.24554394743,482.993708484441,81.4672473513001,490.394478542668,96.2730388564154,944.477173913043,549.361797577953,762.35,737.45,941.974511804801,542.44456277141,762.35,737.45,99.897589670333,0.709638229257667,100,0,941.974511804801,542.44456277141,762.35,737.45,0.99897589670333,0.0070963822925766,1,0,1020.05340299921,630.262439259454,1330,814.374988824129,0.127506675374901,0.0787828049074318,0.16625,0.101796873603016,853.529612363548,271.75067413495,882.932000560614,322.847455522091,1394.06060573246,271.75067413495,882.932000560614,322.847455522091,16.8152173913043,14.1591653598821,16,26,651.201647675163,780.778560456918,449.204852603375,885.543298008129,218.824019886366,62.3269958236423,219.461581135944,91.9483410765598,165.833056589633,47.8545192137823,159.831945883047,73.1632659662486,83.695652173913,37.1429490241063,100,0,6.25,37.1429490241063,100,0,16,0.381111608704768,0,0,1,0.104257207028537,0,0,6.25,37.1429490241063,100,0,356.405519779892,114.934397544777,0,0,83.695652173913,37.1429490241063,100,0,7547.71967689419,187.922770616136,0,0,0.324027460568011,0.162458109007962,0.2,0.35,0.579471204082116,0.0873658355051101,0.55,0,0.353498664650127,0.213918499321861,0.2,0.35,0.249865940515036,0.147238413227448,0.35,0.227539059845731,19.3840579710145,18.9982525886654,13.5416666666667,33.8541666666667,0,0,0,0,19.3840579710145,18.9982525886654,13.5416666666667,33.8541666666667,0,0,0,0,-3.92624932388995,1.76969299058414,-4.04900763852385,2.89205517761572
carbon_aware,ai_training_bursty,1,True,92,431.324828699799,149.015252351097,450.215041934359,218.567994673158,392.070932082715,185.227242120397,363.65450202846,317.823613759276,431.324828699799,149.015252351097,450.215041934359,218.567994673158,11983.2836260638,3202.77328878736,11951.2301432468,3724.4651908104,70.3572687929439,143.78624002323,0,68.2729271901428,70.3572687929439,143.78624002323,0,68.2729271901428,5636.83443471793,1542.71370473427,5723.04801122013,2016.89036009233,477.290910056069,81.4757783442572,479.327687362019,104.173257938403,944.477173913043,549.361797577953,762.35,737.45,939.146336344741,534.973438436211,762.35,737.45,99.7908216535019,1.77480875423646,100,0,939.146336344741,534.973438436211,762.35,737.45,0.997908216535019,0.0177480875423646,1,0,1671.44211497546,926.526644909326,1463.40458291141,143.684210526313,0.208930264371932,0.115815830613666,0.182925572863927,0.0179605263157891,893.565498568754,239.818890937605,868.976039315672,283.517085002132,1394.06060573246,239.818890937605,868.976039315672,283.517085002132,22.9782608695652,16.6409915311555,21.5,23.25,878.995440300053,996.581190727327,539.212582969781,1186.25945834622,223.614624068123,63.9351127872789,223.581684652147,77.6597524199646,179.419322576519,53.8142199732394,181.397049773126,68.9624984092196,91.9836956521739,25.5826017337329,100,0,53.90625,25.5826017337329,100,0,16,0.381111608704768,0,0,6,0.248261994988676,0,0,37.5,31.2962510100078,100,0,356.405519779892,84.065995727747,0,0,91.9836956521739,25.5826017337329,100,0,3334.01460736166,120.185332502676,0,0,0.377909419488208,0.176170121982351,0.320194300556997,0.3678125,0.718255840639847,0.1692507906125,0.730351557722316,0.35,0.516743622198824,0.313792443397874,0.440611641770964,0.7,0.297096658939122,0.101722428369137,0.35,0.0416211014473805,35.1902173913044,29.9794466276271,29.6875,54.4270833333333,0,0,0,0,35.1902173913044,29.9794466276271,29.6875,54.4270833333333,0,0,0,0,-4.08407220919495,1.92945043875414,-3.78806772946312,3.31066264332579
greedy_tracking,ai_training_bursty,1,True,92,431.718811012029,137.38761672464,434.204079208748,197.208561615519,271.342162832556,157.186455482491,209.775873542063,137.743597700021,431.718811012029,137.38761672464,434.204079208748,197.208561615519,11645.020099342,2392.88518799569,11537.3846843063,2858.23822219832,1.01796192497819,9.48339121131469,0,0,1.01796192497819,9.48339121131469,0,0,5608.78248350527,1467.3181395675,5659.73998042431,2032.31193108777,482.539358522258,81.3731439179754,490.942353770182,102.041372206681,944.477173913043,549.361797577953,762.35,737.45,943.459211988065,546.26792831872,762.35,737.45,99.9608522115923,0.359337921301887,100,0,943.459211988065,546.26792831872,762.35,737.45,0.999608522115923,0.0035933792130188,1,0,2490.07018396794,715.187058177567,2609.00805431671,1172.96191596792,0.311258772995993,0.0893983822721959,0.326126006789589,0.14662023949599,650.818343233907,266.111854865278,557.007256537579,336.032761307432,1387.90268537418,266.111854865278,557.007256537579,336.032761307432,6.47826086956522,11.580087362184,0,8,270.311549431281,598.322559789135,0,177.233983318766,74.4147456740582,88.3051488474834,47.7011862884668,84.114369376995,36.0586497211258,55.0267565874117,14.1770186952217,31.3684683157964,86.0054347826087,32.6719033244446,100,0,19.53125,32.6719033244446,100,0,16,0.381111608704768,0,0,0,0,0,0,0,38.1111608704768,100,0,356.405519779892,99.2536134958684,0,0,86.0054347826087,32.6719033244446,100,0,5283.46549261177,158.989938566421,0,0,0.37195895942897,0.154886437071614,0.43874423369293,0.343489035761099,0.788199265002588,0.130112627431276,0.842494912044066,0.193682426561099,0.438921968909515,0.220615280355605,0.451777901113834,0.442096821155275,0.219289329863562,0.111931985078176,0.233636711791041,0.219767565196952,15.4664855072464,16.4643561789353,9.89583333333333,14.0625,0,0,0,0,15.4664855072464,16.4643561789353,9.89583333333333,14.0625,0,0,0,0,-2.82648086283913,1.63735891127595,-2.18516534939649,1.43482914270856
no_battery,smooth_cloud_service,1,True,92,414.628066948026,136.76775374847,419.95608182987,208.023154108151,185.628192119588,63.5940222048887,178.019093986926,105.353394831461,414.628066948026,136.76775374847,419.95608182987,208.023154108151,11104.3884463072,2433.7760405824,11168.8772981207,3065.89009323902,5.49776492049514,46.1018696226373,0,0,5.49776492049514,46.1018696226373,0,0,5381.84319806201,1474.80218066829,5553.02990905804,2101.41258518632,485.182894373301,80.975233942294,497.16542188993,103.227340325742,944.477173913043,549.361797577953,762.35,737.45,938.979408992548,534.483303529402,762.35,737.45,99.7837133978148,1.75172459366334,100,0,938.979408992548,534.483303529402,762.35,737.45,0.997837133978148,0.0175172459366334,1,0,0,0,0,0,0,0,0,0,679.69205489147,160.927213667388,715.549063093231,222.916798349016,961.475911025145,160.927213667388,715.549063093231,222.916798349016,12.2282608695652,13.1065819056641,7.5,24.25,265.23846544087,424.975039002012,36.2433764687108,342.651922673687,144.738026061487,31.8703603518962,147.263062094944,48.0574325018419,120.916452909034,26.4398163350571,125.863774058426,40.2819118632305,82.6086956521739,38.1111608704768,100,0,0,38.1111608704768,100,0,16,0.381111608704768,0,0,0,0,0,0,0,38.1111608704768,100,0,342.814366904024,115.924966670482,0,0,82.6086956521739,38.1111608704768,100,0,8772.75743538122,210.035487582047,0,0,0.55,2.23261296799469e-16,0.55,0,0.55,2.23261296799469e-16,0.55,0,0.55,2.23261296799469e-16,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.93362700124571,0.662437731300924,-1.85436556236382,1.09743119616105
rule_based,smooth_cloud_service,1,True,92,376.057122220844,121.658144782179,374.49038513542,177.082334505575,371.869904409611,175.594706026015,384.17677068231,334.323115420017,376.057122220844,121.658144782179,374.49038513542,177.082334505575,10297.6685191938,2370.36241195319,10258.2139955037,2441.75341327464,84.1060720647071,185.252651479393,0,76.4485478563141,84.1060720647071,185.252651479393,0,76.4485478563141,4923.19770032849,1297.33299941224,4962.75316888778,1818.61249933434,482.202180532296,81.5690129448366,489.348588518923,100.67868168373,944.477173913043,549.361797577953,762.35,737.45,939.27387081702,535.247231279631,762.35,737.45,99.7965164972771,1.74896847412391,100,0,939.27387081702,535.247231279631,762.35,737.45,0.997965164972771,0.0174896847412391,1,0,1043.8022028573,547.927769663339,1330,244.843753911554,0.130475275357162,0.0684909712079174,0.16625,0.0306054692389443,678.31204078493,158.663465046011,715.549063093231,222.916798349016,961.475911025145,158.663465046011,715.549063093231,222.916798349016,11.3804347826087,12.4687234128098,7.5,20.5,243.008622755871,400.999480578297,36.2433764687108,276.598428675692,187.22542326269,48.9938007499979,193.259963979564,71.7584733522609,148.373824286273,37.6454375035829,151.479121204351,51.2161744237824,86.2771739130435,33.8700947651168,100,0,21.09375,33.8700947651168,100,0,16,0.381111608704768,0,0,1,0.104257207028537,0,0,6.25,37.1429490241063,100,0,327.406974627267,103.459473500915,0,0,86.2771739130435,33.8700947651168,100,0,6547.63664220517,181.108760675249,0,0,0.298526887616113,0.154022191213678,0.2,0.35,0.562350007012546,0.0695960436621755,0.55,0,0.314985831519237,0.189957295385573,0.2,0.35,0.265935578335714,0.142910745068078,0.35,0.142083159671778,30.0611413043478,28.3198049009767,25,47.1354166666667,0,0,0,0,30.0611413043478,28.3198049009767,25,47.1354166666667,0,0,0,0,-3.87364483760011,1.82911152110432,-4.00184136127406,3.48253245229184
