daily_cost_EUR,objective_value,grid_energy_cost_EUR,imported_energy_kWh,exported_energy_kWh,export_energy_kWh,carbon_emissions_kgCO2,carbon_intensity_avg_gCO2_per_kWh,pv_generation_kWh,pv_used_locally_kWh,renewable_self_consumption_ratio_pct,PV_self_consumption_kWh,renewable_self_consumption_ratio,battery_throughput_kWh,equivalent_full_cycles,mean_daily_peak_import_kW,horizon_max_grid_import_kW,peak_contract_violation_count,peak_contract_violation_energy_kWh,VPP_tracking_RMSE_kW,VPP_tracking_MAE_kW,DR_success_rate_pct,DR_interval_compliance_pct,DR_event_count,DR_successful_event_count,DR_event_compliance_pct,DR_max_violation_kW,feasible_DR_success_pct,DR_violation_energy_kWh,min_SOC,max_SOC,final_SOC,terminal_SOC_error,hard_clip_fraction_pct,soft_coach_fraction_pct,physical_projection_fraction_pct,service_coaching_fraction_pct,mean_reward,day_index,scenario,controller,seed
340.175713273614,186.001087723952,340.175713273614,8066.9929457863,0,0,4712.92808518873,584.22365271194,426.3,426.3,100,426.3,1,1620.61336922294,0.202576671152867,490.806750852572,490.806750852572,0,0,130.469260918591,129.413241147995,100,100,0,0,100,0,100,0,0.559757479444701,0.821040623303137,0.70034625815755,0.15034625815755,0,0,0,0,-1.93751133045783,61,low_it_load,proposed_residual_safesac,2
293.293570689086,148.568465759337,293.293570689086,6367.48633354277,0,0,3312.25057014221,520.18181062971,616.6,616.6,100,616.6,1,2056.30309883235,0.257037887354044,459.933427749218,459.933427749218,0,0,108.282561271315,105.185100249946,100,100,0,0,100,0,100,0,0.561244619114135,0.864326009966585,0.679767716220272,0.129767716220272,0,0,0,0,-1.54758818499309,62,low_it_load,proposed_residual_safesac,2
525.529100707112,193.391365044235,525.529100707112,10418.9007602484,0,0,5652.70133850931,542.542967687749,679,679,100,679,1,1626.19909348121,0.203274886685151,611.135884489938,611.135884489938,0,0,64.1620529977368,50.7548960472824,100,100,1,1,100,0,100,0,0.511983246480491,0.734824382909263,0.734824382909263,0.184824382909263,0,8.33333333333333,0,8.33333333333333,-2.01449338587745,63,low_it_load,proposed_residual_safesac,2
496.51338408327,220.42898985401,496.51338408327,10304.3477620676,0,0,5589.43580776704,542.434702014121,1164.1,1164.1,100,1164.1,1,2724.07380371842,0.340509225464802,616.749387016946,616.749387016946,0,0,137.215013287968,118.642673539787,100,100,0,0,100,0,100,0,0.564960921437623,0.9,0.733739719325315,0.183739719325315,10.4166666666667,0,10.4166666666667,0,-2.29613531097927,64,low_it_load,proposed_residual_safesac,2
433.876551737144,194.047079265408,433.876551737144,10557.1398144247,0,0,5197.87723572785,492.356578305971,916.3,916.3,100,916.3,1,2763.74729198019,0.345468411497524,585.835550697672,585.835550697672,0,0,114.848677073535,108.754704147577,100,100,1,1,100,0,100,0,0.555958580289181,0.883617629304048,0.649614703993913,0.0996147039939127,0,0,0,0,-2.021323742348,65,low_it_load,proposed_residual_safesac,2
327.461645174054,169.240843057234,327.461645174054,10841.064580455,0,0,3892.47102372563,359.048781126462,617.4,617.4,100,617.4,1,2734.52992890842,0.341816241113553,654.655494925875,654.655494925875,0,0,129.954900854004,118.747932072942,100,100,1,1,100,0,100,0,0.566052166680279,0.9,0.737056756224674,0.187056756224674,11.4583333333333,0,11.4583333333333,0,-1.76292544851286,66,low_it_load,proposed_residual_safesac,2
254.814485140523,157.156062485288,254.814485140523,10704.227471831,0,0,3365.5353423907,314.411792093111,380,380,100,380,1,2523.7071385949,0.315463392324363,622.527183679791,622.527183679791,0,0,124.995689293852,116.178893902166,100,100,0,0,100,0,100,0,0.563150374797873,0.9,0.796182614581652,0.246182614581652,7.29166666666667,0,7.29166666666667,0,-1.63704231755508,67,low_it_load,proposed_residual_safesac,2
15.2669864061395,119.637426731371,15.2669864061395,8588.25073388853,0,0,2300.58040905687,267.875319473262,476.1,476.1,100,476.1,1,1941.39715087381,0.242674643859226,569.524644978487,569.524644978487,0,0,141.540958884849,131.789199028274,100,100,0,0,100,0,100,0,0.562877404074869,0.9,0.790589953076517,0.240589953076517,16.6666666666667,0,16.6666666666667,0,-1.24622319511845,68,low_it_load,proposed_residual_safesac,2
180.467304720178,127.120864155696,180.467304720178,6703.37195701698,0,0,2567.99575296237,383.090147679219,584.2,584.2,100,584.2,1,2163.46535715788,0.270433169644735,417.729875950881,417.729875950881,0,0,104.792898413866,100.154645075275,100,100,0,0,100,0,100,0,0.559145555479568,0.9,0.723372892154063,0.173372892154063,4.16666666666667,0,4.16666666666667,0,-1.3241756682885,69,low_it_load,proposed_residual_safesac,2
415.533276430687,165.453906028571,415.533276430687,10672.1608726923,0,0,4757.55861534893,445.791501093511,890.2,890.2,100,890.2,1,1590.49887292107,0.198812359115134,625.526609504276,625.526609504276,0,0,63.3598506862895,50.0506326497683,100,100,1,1,100,0,100,0,0.533656111967554,0.726826783900227,0.726826783900227,0.176826783900227,0,8.33333333333333,0,8.33333333333333,-1.72347818779762,70,low_it_load,proposed_residual_safesac,2
