scenario,controller,seeds,daily_cost_EUR_mean,daily_cost_EUR_std_across_seeds,carbon_emissions_kgCO2_mean,carbon_emissions_kgCO2_std_across_seeds,VPP_tracking_RMSE_kW_mean,VPP_tracking_RMSE_kW_std_across_seeds,VPP_tracking_MAE_kW_mean,VPP_tracking_MAE_kW_std_across_seeds,battery_throughput_kWh_mean,battery_throughput_kWh_std_across_seeds,equivalent_full_cycles_mean,equivalent_full_cycles_std_across_seeds,terminal_SOC_error_mean,terminal_SOC_error_std_across_seeds,mean_daily_peak_import_kW_mean,mean_daily_peak_import_kW_std_across_seeds,physical_projection_fraction_pct_mean,physical_projection_fraction_pct_std_across_seeds,service_coaching_fraction_pct_mean,service_coaching_fraction_pct_std_across_seeds,DR_interval_compliance_pct_mean,DR_interval_compliance_pct_std_across_seeds,DR_event_compliance_pct_mean,DR_event_compliance_pct_std_across_seeds,DR_violation_energy_kWh_mean,DR_violation_energy_kWh_std_across_seeds,DR_max_violation_kW_mean,DR_max_violation_kW_std_across_seeds,horizon_max_grid_import_kW_mean,horizon_max_grid_import_kW_std_across_seeds,mean_daily_DR_interval_compliance_pct_mean,mean_daily_DR_interval_compliance_pct_std_across_seeds,mean_daily_DR_event_compliance_pct_mean,mean_daily_DR_event_compliance_pct_std_across_seeds,mean_daily_DR_violation_energy_kWh_mean,mean_daily_DR_violation_energy_kWh_std_across_seeds,mean_daily_max_DR_violation_kW_mean,mean_daily_max_DR_violation_kW_std_across_seeds,secondary_daily_average_DR_compliance_pct_mean,secondary_daily_average_DR_compliance_pct_std_across_seeds
ai_training_bursty,residual_sac,5,419.11313510075905,3.6567264997407674,5383.640284102495,48.925842635805175,112.18109225093892,7.5195195119176,95.46206339850731,6.036208309271699,2572.6534907240534,197.26990064763376,0.32158168634050666,0.024658737580954267,0.2295667817166307,0.02734845333493112,679.536483450833,23.261520684847945,6.333786231884058,1.226322664616259,6.65534420289855,1.2391607683511767,36.875,8.14525719936148,32.5,5.2291251658379725,4999.631956799129,669.1612941792957,356.40551977989185,0.0,1387.9026853741793,0.0,89.02173913043478,1.4165664694541704,88.26086956521739,0.9094130723196501,54.34382561738183,7.273492328035823,35.66244972509077,2.9676255250009658,89.02173913043478,1.4165664694541704
ai_training_bursty,proposed_residual_safesac,5,420.4352959632245,2.938816896025615,5414.787849306497,32.53773966768865,105.69809692672217,4.126601199934822,88.8078720581419,4.306649910056962,2514.865556248186,239.21718301301775,0.3143581945310232,0.029902147876627226,0.21205010366620272,0.0161011637442559,675.8517729938555,6.963712578672267,6.456068840579711,0.6447047059987103,5.471014492753623,0.4282676083897463,37.03125,8.26058742992894,28.75,3.4232659844072884,4991.6570245877565,645.434729123685,356.40551977989185,0.0,1387.9026853741793,0.0,89.04891304347825,1.4366239008572077,87.6086956521739,0.5953506059838735,54.257141571606056,7.015594881779184,37.457512677696485,2.265566419095719,89.04891304347825,1.4366239008572077
smooth_cloud_service,no_battery,1,414.6280669480261,0.0,5381.843198062012,0.0,144.7380260614866,0.0,120.91645290903371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.6920548914703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8772.757435381222,0.0,342.8143669040238,0.0,961.475911025145,0.0,82.6086956521739,0.0,82.6086956521739,0.0,95.35605908023066,0.0,52.62859013078785,0.0,82.6086956521739,0.0
smooth_cloud_service,rule_based,1,376.0571222208441,0.0,4923.197700328494,0.0,187.22542326269033,0.0,148.37382428627254,0.0,1043.8022028572973,0.0,0.13047527535716213,0.0,0.2659355783357139,0.0,678.3120407849298,0.0,30.061141304347824,0.0,0.0,0.0,21.09375,0.0,6.25,0.0,6547.636642205174,0.0,327.40697462726723,0.0,961.475911025145,0.0,86.27717391304348,0.0,83.69565217391305,0.0,71.16996350223016,0.0,42.417030846695425,0.0,86.27717391304348,0.0
smooth_cloud_service,tou_self_consumption,1,377.79027734528387,0.0,5049.363660795291,0.0,191.7139482423461,0.0,147.78695249876517,0.0,1034.066020001325,0.0,0.1292582525001656,0.0,0.25287163003576923,0.0,693.9722884221769,0.0,19.451992753623184,0.0,0.0,0.0,6.25,0.0,6.25,0.0,8188.232505976544,0.0,342.8143669040238,0.0,961.475911025145,0.0,83.69565217391305,0.0,83.69565217391305,0.0,89.00252723887549,0.0,49.15989960052366,0.0,83.69565217391305,0.0
smooth_cloud_service,carbon_aware,1,395.19996384050825,0.0,5219.249138353603,0.0,202.14816328657747,0.0,163.9819096877374,0.0,1671.4421149754587,0.0,0.20893026437193232,0.0,0.2970966589391218,0.0,780.9105900325167,0.0,35.19021739130435,0.0,0.0,0.0,52.34375,0.0,25.0,0.0,3637.8251646829435,0.0,322.45933826088276,0.0,1229.1917541967566,0.0,91.71195652173913,0.0,86.95652173913044,0.0,39.54157787698851,0.0,25.678626747652455,0.0,91.71195652173913,0.0
smooth_cloud_service,greedy_tracking,1,409.8287295609258,0.0,5354.709088395128,0.0,44.89992491716514,0.0,18.560699413175872,0.0,2456.5381362696558,0.0,0.30706726703370696,0.0,0.15343753486962972,0.0,537.0288858310109,0.0,10.74501811594203,0.0,0.0,0.0,34.375,0.0,0.0,0.0,3722.8780673078845,0.0,326.6763035738684,0.0,927.0421596857025,0.0,88.58695652173913,0.0,82.6086956521739,0.0,40.46606594899875,0.0,24.938854549150808,0.0,88.58695652173913,0.0
smooth_cloud_service,direct_safesac,5,398.397279174843,5.97611111184589,5135.443135797504,72.04697459947108,156.17088022082703,27.949329686497254,129.75134432228913,24.859759960020526,2879.243214372814,284.89694511417713,0.3599054017966018,0.03561211813927214,0.15672382562322748,0.02760634017096781,653.6737532827173,28.01325327081524,41.08922101449275,19.819053521611902,18.01403985507246,5.418866574150149,98.28125,1.283724744152733,87.5,7.654655446197432,36.9327310324704,59.83695941886271,84.08552676729066,124.99692330203571,872.2203140104702,109.90141948284091,99.70108695652173,0.22325647724395253,97.82608695652175,1.33124442542564,0.4014427286138087,0.650401732813725,1.173580197426783,1.6377134395870057,99.70108695652173,0.22325647724395253
smooth_cloud_service,residual_sac,5,389.5458360394722,5.220400198610246,5037.366999910402,64.7571735565506,86.99705584839447,4.963443807777462,76.08652699207862,5.1384971620290765,2725.845435705601,247.54451885919985,0.3407306794632002,0.030943064857400015,0.19346295911948008,0.03543120854669387,570.18710623311,19.564915922580823,0.25362318840579706,0.15782556034151107,5.613677536231884,1.0487926742841576,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,844.0469627253266,100.39824835632105,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
smooth_cloud_service,proposed_residual_safesac,5,392.3661410194712,3.040494988035806,5084.945154961968,38.38783323485274,79.65645579199169,4.051772441630677,68.60295700271166,4.6265485325439615,2625.314419891615,264.52333807305934,0.3281643024864519,0.03306541725913237,0.16565412411772734,0.02034044911917428,566.1213578250366,15.928199075136982,0.3826992753623188,0.23182036036358206,5.070199275362318,0.7261575433413351,99.84375,0.34938562148434216,98.75,2.7950849718747373,1.4567839294062879,3.257467894681714,5.8271357176251515,13.029871578726857,859.9224712838477,70.74989986515115,99.97282608695653,0.06076271677988532,99.78260869565217,0.4861017342390825,0.015834607928329216,0.03540725972480124,0.06333843171331686,0.14162903889920497,99.97282608695653,0.06076271677988532
workload_shiftable,no_battery,1,402.71589379951814,0.0,5323.65455787936,0.0,136.14350690722335,0.0,113.86317662747152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.3339222605068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3491.840032171506,0.0,183.86102091289672,0.0,968.6677821130337,0.0,82.6086956521739,0.0,82.6086956521739,0.0,37.954782958385934,0.0,27.012733401617435,0.0,82.6086956521739,0.0
workload_shiftable,rule_based,1,364.3495424696739,0.0,4870.656061032705,0.0,185.07470501555466,0.0,144.39352443713926,0.0,1036.465246529921,0.0,0.1295581558162401,0.0,0.26593557833571385,0.0,676.8647472822604,0.0,30.038496376811597,0.0,0.0,0.0,23.4375,0.0,18.75,0.0,2577.076173634873,0.0,183.86102091289672,0.0,968.6677821130337,0.0,86.68478260869566,0.0,85.8695652173913,0.0,28.01169753950949,0.0,21.466951249594864,0.0,86.68478260869566,0.0
workload_shiftable,tou_self_consumption,1,366.56973401332687,0.0,5005.0498659315335,0.0,192.02906183054733,0.0,144.88249602847955,0.0,1024.7732569892023,0.0,0.1280966571236503,0.0,0.2506645988203901,0.0,695.638653792134,0.0,19.4633152173913,0.0,0.0,0.0,6.25,0.0,6.25,0.0,3253.611378484603,0.0,183.86102091289672,0.0,968.6677821130337,0.0,83.69565217391305,0.0,83.69565217391305,0.0,35.36534107048482,0.0,25.142239096232274,0.0,83.69565217391305,0.0
workload_shiftable,carbon_aware,1,383.3664754612982,0.0,5161.099353108202,0.0,214.96540340781124,0.0,167.92635054010307,0.0,1671.4421149754587,0.0,0.20893026437193232,0.0,0.2970966589391218,0.0,844.9755613858525,0.0,35.19021739130435,0.0,0.0,0.0,57.8125,0.0,50.0,0.0,1413.0835990405262,0.0,183.86102091289672,0.0,1287.5245888277873,0.0,92.66304347826087,0.0,91.30434782608695,0.0,15.359604337397027,0.0,12.822548174991645,0.0,92.66304347826087,0.0
workload_shiftable,greedy_tracking,1,411.0264041684192,0.0,5379.634357944879,0.0,32.49222819069203,0.0,15.867113831814203,0.0,2351.905557651312,0.0,0.2939881947064141,0.0,0.1551584970159453,0.0,533.3211763913661,0.0,11.152626811594203,0.0,0.0,0.0,29.6875,0.0,0.0,0.0,1662.7198925431676,0.0,164.30709011397812,0.0,968.6677821130337,0.0,87.77173913043478,0.0,82.6086956521739,0.0,18.073042310251825,0.0,12.465165697148217,0.0,87.77173913043478,0.0
workload_shiftable,direct_safesac,5,391.84969237131173,7.483151048033121,5119.923019455211,82.98845243325007,151.74414739644985,23.759880850730717,126.45961431210503,21.303958437210976,2814.3295230734425,249.24114973712642,0.3517911903841803,0.031155143717140774,0.14151263323304697,0.03129858661300408,651.4684339919048,18.65337779989549,37.074275362318836,20.068538587153668,15.58197463768116,4.411457688195215,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,877.0308329000702,121.09493840277753,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
workload_shiftable,residual_sac,5,388.6979407787418,5.667335485303553,5053.477958126755,63.893623467885256,85.43705585195592,4.0682450551456775,75.2654793333497,4.3187935200086125,2831.7959835592237,241.672221573587,0.35397449794490293,0.030209027696698407,0.17978037276717235,0.033944303069657865,572.8798664081962,16.284024547555486,0.2355072463768116,0.2071423007998748,4.789402173913044,0.8241711517378596,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,808.7787007360682,69.53364484876698,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
workload_shiftable,proposed_residual_safesac,5,393.13521326960364,3.7286931872166367,5109.562496362153,43.75784376919276,77.3146760119268,4.1048994070909846,66.66937190369063,4.1556103742239205,2723.7430341688955,251.87751954428123,0.34046787927111194,0.03148468994303518,0.1522763668186033,0.016223702759825,562.118678825313,18.7702095196226,0.2332427536231884,0.12749717627046422,4.433876811594203,1.0905066853319978,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,803.8749693019059,81.33634955290684,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
hot_day_cooling_stress,no_battery,1,415.85860533718795,0.0,5392.147862200029,0.0,152.67521639954833,0.0,127.07430264485605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.7793693693299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8113.337730751185,0.0,356.40551977989185,0.0,1013.6242442103761,0.0,82.6086956521739,0.0,82.6086956521739,0.0,88.18845359512157,0.0,54.05710351696441,0.0,82.6086956521739,0.0
hot_day_cooling_stress,rule_based,1,377.2954479855873,0.0,4933.423303040195,0.0,192.66397053842772,0.0,153.9147059293683,0.0,1045.6364419391412,0.0,0.13070455524239263,0.0,0.2654999465537759,0.0,711.7614566298768,0.0,30.072463768115945,0.0,0.0,0.0,21.875,0.0,6.25,0.0,6049.039180630858,0.0,356.40551977989185,0.0,1013.6242442103761,0.0,86.41304347826087,0.0,83.69565217391305,0.0,65.75042587642236,0.0,43.65687704192192,0.0,86.41304347826087,0.0
hot_day_cooling_stress,tou_self_consumption,1,378.8945274610185,0.0,5057.5060793567245,0.0,197.64637893412146,0.0,153.7550373474924,0.0,1032.3835663099371,0.0,0.12904794578874212,0.0,0.25279435430133396,0.0,726.8028621703954,0.0,19.429347826086953,0.0,0.0,0.0,6.25,0.0,6.25,0.0,7565.016150345982,0.0,356.40551977989185,0.0,1013.6242442103761,0.0,83.69565217391305,0.0,83.69565217391305,0.0,82.22843641680416,0.0,50.34152945093845,0.0,83.69565217391305,0.0
hot_day_cooling_stress,carbon_aware,1,396.32329863818575,0.0,5226.171740723643,0.0,206.88386363719403,0.0,169.0618794444428,0.0,1671.4421149754587,0.0,0.20893026437193232,0.0,0.2970966589391218,0.0,802.1324818738058,0.0,35.19021739130435,0.0,0.0,0.0,53.90625,0.0,37.5,0.0,3340.32852900906,0.0,356.40551977989185,0.0,1296.5413985647465,0.0,91.9836956521739,0.0,89.1304347826087,0.0,36.30791879357674,0.0,26.224592913727953,0.0,91.9836956521739,0.0
hot_day_cooling_stress,greedy_tracking,1,409.6087374200963,0.0,5350.854155930838,0.0,48.16083383356697,0.0,19.335662119687914,0.0,2585.727428546258,0.0,0.32321592856828224,0.0,0.15595432140823565,0.0,543.1500514624985,0.0,10.643115942028986,0.0,0.0,0.0,28.90625,0.0,0.0,0.0,3566.608680770094,0.0,333.5112852757579,0.0,996.5413985647466,0.0,87.63586956521739,0.0,82.6086956521739,0.0,38.7674856605445,0.0,25.447688408546604,0.0,87.63586956521739,0.0
hot_day_cooling_stress,direct_safesac,5,398.96187178701564,5.554688238577474,5140.489768558604,67.69402190506266,158.45166648900147,26.559911084000454,131.80889052354914,23.317042129818738,2890.120630708753,259.8766706710439,0.3612650788385941,0.03248458383388047,0.15826551548102824,0.025807154126943652,668.6819986234042,28.939187052345844,40.89673913043479,19.152021931497668,18.858695652173914,5.245335880290797,98.28125,1.6937096397405311,88.75,8.14900300650331,82.77203031539247,135.98840450506646,141.14466599768,175.62706537542417,932.5270919742625,143.14034106883537,99.70108695652175,0.29455819821574325,98.04347826086958,1.417217914174489,0.8996959816890489,1.4781348315768097,2.331548670643193,3.25076064597867,99.70108695652175,0.29455819821574325
hot_day_cooling_stress,residual_sac,5,390.6672011885057,5.256031760306794,5049.742476320525,64.93788489924019,87.60445522673707,5.119897565652337,76.72594086783809,5.257932743141261,2827.9851084694446,251.06158161216302,0.3534981385586805,0.031382697701520315,0.19213211063505467,0.03538411483449026,576.6183870080458,18.7348454893877,0.28985507246376807,0.14905282820438426,5.91711956521739,1.2362658012076362,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,920.3416969276652,118.39980903816092,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
hot_day_cooling_stress,proposed_residual_safesac,5,393.3179927839426,2.9740791735983816,5095.538340896963,37.88673221411201,80.32350672579466,3.9222553605496073,69.19572759030056,4.5193395098561275,2741.964281718764,268.143840002696,0.3427455352148455,0.03351798000033701,0.1653178529910206,0.019987925583567788,572.4010309014642,14.777889240691035,0.43931159420289856,0.27842672813748753,5.337409420289855,0.6760658191052834,99.84375,0.34938562148434216,98.75,2.7950849718747373,0.5336879421506865,1.1933625174209104,2.134751768602746,4.7734500696836415,970.5466008277783,38.5065707218266,99.97282608695653,0.06076271677988532,99.78260869565217,0.4861017342390825,0.0058009558929422445,0.012971331711096852,0.023203823571768978,0.05188532684438741,99.97282608695653,0.06076271677988532
dr_coincident_high_load,no_battery,1,421.9814368311182,0.0,5452.9604731524905,0.0,162.24670631784994,0.0,132.4159993556947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.4644230540798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13899.323134205843,0.0,574.6663059059015,0.0,1137.9952000002381,0.0,82.6086956521739,0.0,82.6086956521739,0.0,151.07959928484613,0.0,87.76870376551177,0.0,82.6086956521739,0.0
dr_coincident_high_load,rule_based,1,383.4211993521005,0.0,4994.32196660267,0.0,199.08328650681676,0.0,157.99505083323058,0.0,1045.6364419391412,0.0,0.13070455524239263,0.0,0.2654999465537759,0.0,740.5227706322311,0.0,30.072463768115945,0.0,0.0,0.0,20.3125,0.0,0.0,0.0,10548.968192543323,0.0,574.6663059059015,0.0,1137.9952000002381,0.0,86.1413043478261,0.0,82.6086956521739,0.0,114.66269774503613,0.0,76.22428676700882,0.0,86.1413043478261,0.0
dr_coincident_high_load,tou_self_consumption,1,385.05874284102697,0.0,5118.98656542424,0.0,205.4383519748526,0.0,158.83958195712293,0.0,1033.8298617606877,0.0,0.12922873272008595,0.0,0.2531378494708872,0.0,755.6024910116483,0.0,19.429347826086953,0.0,0.0,0.0,3.125,0.0,0.0,0.0,13018.004979710997,0.0,574.6663059059015,0.0,1137.9952000002381,0.0,83.15217391304348,0.0,82.6086956521739,0.0,141.50005412729345,0.0,82.98833843745692,0.0,83.15217391304348,0.0
dr_coincident_high_load,carbon_aware,1,402.4527262738745,0.0,5287.196085773387,0.0,211.51970773272976,0.0,171.16919641122394,0.0,1671.4421149754587,0.0,0.20893026437193232,0.0,0.2970966589391218,0.0,825.1126518554329,0.0,35.19021739130435,0.0,0.0,0.0,32.8125,0.0,0.0,0.0,6187.176471597204,0.0,574.6663059059015,0.0,1454.4100342436457,0.0,88.31521739130434,0.0,82.6086956521739,0.0,67.25191816953483,0.0,53.60703331571194,0.0,88.31521739130434,0.0
dr_coincident_high_load,greedy_tracking,1,413.03245806239016,0.0,5384.78643718098,0.0,54.69306521790826,0.0,22.249742186640468,0.0,2643.9902297700573,0.0,0.3304987787212572,0.0,0.1716845711114521,0.0,562.8893294726005,0.0,10.99411231884058,0.0,0.0,0.0,31.25,0.0,0.0,0.0,6657.795136941594,0.0,547.6318339677791,0.0,1137.9952000002381,0.0,88.04347826086956,0.0,82.6086956521739,0.0,72.36733844501734,0.0,41.74683374503431,0.0,88.04347826086956,0.0
dr_coincident_high_load,direct_safesac,5,403.3772345704948,5.501568593569076,5190.175148298635,65.2112116769563,162.2846126146568,26.37298417740897,134.28531043102947,22.881525431509118,2944.651345806226,232.2180222117745,0.3680814182257782,0.029027252776471817,0.16347141739479087,0.024280264376240507,699.9397204249087,35.06878198017959,41.76856884057971,18.480879697513572,19.55163043478261,4.7460602474225375,88.4375,9.381508157673798,51.25,32.29502670690953,1213.2541423159084,1065.9940959470107,450.78416045037454,236.23345604052872,1137.9952000002381,0.0,97.9891304347826,1.6315666361171814,91.52173913043478,5.616526383810357,13.18754502517292,11.586892347250117,29.174576437160045,24.16620704954696,97.9891304347826,1.6315666361171814
dr_coincident_high_load,residual_sac,5,393.28582586815827,4.535269502285453,5080.512973811751,57.08533663058962,91.68947533071848,6.245242409179592,79.41645152436922,5.794138101707424,2901.307756397377,251.7543895953957,0.36266346954967216,0.03146929869942448,0.20566000022518613,0.031188972261793558,601.1416283258243,18.417678084020572,1.3541666666666665,0.4797438930631316,6.408514492753623,1.1466754957073204,97.34375,2.6262087990580643,85.0,15.051993223490369,254.3703933952344,256.8963957617762,328.901147415396,299.50986867139864,1137.9952000002381,0.0,99.53804347826087,0.4567319650535743,97.3913043478261,2.617737951911372,2.7648955803829827,2.792352127845393,6.999965404640697,7.440874132136657,99.53804347826087,0.4567319650535743
dr_coincident_high_load,proposed_residual_safesac,5,395.97096680290633,3.4391357178111317,5127.334261673457,41.90635705826191,84.93713732539695,3.8153458326306504,72.0538912706468,4.485385876314931,2821.6471322704333,274.54469572095394,0.3527058915338041,0.03431808696511922,0.17882594978416083,0.02164162506949208,598.6939650592689,15.460850249312337,1.576086956521739,0.443343499375319,5.774456521739131,0.6740433000967941,96.40625,4.192627457812105,82.5,18.434851504690783,344.23406589436723,444.58811466627105,406.3929516950899,196.47924862018587,1137.9952000002381,0.0,99.375,0.72915260135863,96.95652173913044,3.206061131250573,3.7416746292866003,4.832479507242077,9.095642751076669,11.209917416033152,99.375,0.72915260135863
