scenario,controller,seeds,deterministic,daily_cost_EUR_mean,daily_cost_EUR_std_across_seeds,carbon_emissions_kgCO2_mean,carbon_emissions_kgCO2_std_across_seeds,VPP_tracking_RMSE_kW_mean,VPP_tracking_RMSE_kW_std_across_seeds,VPP_tracking_MAE_kW_mean,VPP_tracking_MAE_kW_std_across_seeds,battery_throughput_kWh_mean,battery_throughput_kWh_std_across_seeds,equivalent_full_cycles_mean,equivalent_full_cycles_std_across_seeds,terminal_SOC_error_mean,terminal_SOC_error_std_across_seeds,mean_daily_peak_import_kW_mean,mean_daily_peak_import_kW_std_across_seeds,horizon_max_grid_import_kW_mean,horizon_max_grid_import_kW_std_across_seeds,physical_projection_fraction_pct_mean,physical_projection_fraction_pct_std_across_seeds,service_coaching_fraction_pct_mean,service_coaching_fraction_pct_std_across_seeds,mean_daily_DR_interval_compliance_pct_mean,mean_daily_DR_interval_compliance_pct_std_across_seeds,mean_daily_DR_event_compliance_pct_mean,mean_daily_DR_event_compliance_pct_std_across_seeds,pooled_DR_active_interval_compliance_pct_mean,pooled_DR_active_interval_compliance_pct_std_across_seeds,pooled_DR_event_compliance_pct_mean,pooled_DR_event_compliance_pct_std_across_seeds,mean_daily_DR_violation_energy_kWh_mean,mean_daily_DR_violation_energy_kWh_std_across_seeds,mean_daily_max_DR_violation_kW_mean,mean_daily_max_DR_violation_kW_std_across_seeds,full_quarter_DR_violation_energy_kWh_mean,full_quarter_DR_violation_energy_kWh_std_across_seeds,full_quarter_max_DR_violation_kW_mean,full_quarter_max_DR_violation_kW_std_across_seeds
low_it_load,tou_self_consumption,1,True,269.910518302449,0.0,3694.20249101967,0.0,232.104872417679,0.0,176.208103840854,0.0,1104.85805401192,0.0,0.13810725675149,0.0,0.259664102688315,0.0,557.383979832595,0.0,818.694025869603,0.0,19.5425724637681,0.0,0.0,0.0,84.23913043478261,0.0,83.69565217391305,0.0,9.375,0.0,6.25,0.0,23.349725589529562,0.0,18.62075494262285,0.0,2148.1747542367193,0.0,141.46607279705938,0.0
low_it_load,carbon_aware,1,True,285.142769441485,0.0,3835.63664352717,0.0,227.731113605864,0.0,181.807660817889,0.0,1671.44211497546,0.0,0.208930264371932,0.0,0.297096658939122,0.0,647.859723982395,0.0,1055.36872047697,0.0,35.1902173913044,0.0,0.0,0.0,92.79891304347827,0.0,91.30434782608695,0.0,58.59375,0.0,50.0,0.0,10.169979764102836,0.0,9.494407491094126,0.0,935.638138297461,0.0,138.1447336538821,0.0
low_it_load,greedy_tracking,1,True,341.30598618519,0.0,4522.02279936421,0.0,125.756472281049,0.0,69.9638724240983,0.0,1822.29167398269,0.0,0.227786459247836,0.0,0.298309247645823,0.0,497.581257177196,0.0,644.479557840815,0.0,37.7490942028985,0.0,0.0,0.0,97.28260869565217,0.0,91.30434782608695,0.0,84.375,0.0,50.0,0.0,1.0348534581917983e-07,0.0,1.987102115702763e-07,0.0,9.520651815364545e-06,0.0,3.5509345934769954e-06,0.0
low_it_load,direct_safesac,5,False,297.024667385601,11.1742858567125,3825.20771285577,126.885916628085,206.188807243464,16.803658570587,172.138338251312,10.3280462322071,3012.29778699802,351.475651038272,0.376537223374752,0.043934456379784,0.106684262220783,0.038413330039512,599.560895176455,44.7543521862861,599.560895176455,44.7543521862861,40.9624094202899,23.4840773815308,4.77128623188406,2.73063462218993,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_it_load,residual_sac,5,False,321.024461805679,8.14850187278243,4193.40664197939,97.3955438573666,121.886566556021,3.92102654379767,112.509356491738,4.9418893258838,2483.37621882754,201.47725011135,0.310422027353442,0.0251846562639192,0.13591373593713,0.0408687567835358,543.120375944932,48.5269704418833,543.120375944932,48.5269704418833,6.30661231884058,2.83920797439447,1.55344202898551,0.583870375705918,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_it_load,proposed_residual_safesac,5,False,329.644333117643,9.10332856146025,4316.07467723302,115.000897978689,118.313318396326,2.1202369830044,102.544428288017,5.88154098479582,2364.78428709713,158.070567911511,0.295598035887141,0.0197588209889385,0.191255036456048,0.058574022865806,552.10899114362,28.4884867424912,552.10899114362,28.4884867424912,10.3623188405797,3.86054009519635,1.45380434782608,0.74404181714139,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high_it_load,no_battery,1,True,528.407135031028,0.0,6838.56406085997,0.0,214.100273562197,0.0,170.849857973585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.113862120357,0.0,1267.03030526297,0.0,0.0,0.0,0.0,0.0,82.6086956521739,0.0,82.6086956521739,0.0,0.0,0.0,0.0,0.0,151.07959928484613,0.0,87.76870376551177,0.0,13899.323134205843,0.0,574.6663059059015,0.0
high_it_load,rule_based,1,True,487.982636361789,0.0,6344.89163708046,0.0,229.570639626218,0.0,185.740664071547,0.0,1018.18542637144,0.0,0.12727317829643,0.0,0.265696488043908,0.0,887.926418724272,0.0,1267.03030526297,0.0,29.9479166666667,0.0,0.0,0.0,86.1413043478261,0.0,82.6086956521739,0.0,20.3125,0.0,0.0,0.0,114.66269774503613,0.0,76.22428676700882,0.0,10548.968192543323,0.0,574.6663059059015,0.0
high_it_load,tou_self_consumption,1,True,488.314146657711,0.0,6439.06796624076,0.0,236.791140355028,0.0,190.472924811701,0.0,1004.75325212452,0.0,0.125594156515565,0.0,0.247199075734104,0.0,893.275732311295,0.0,1267.03030526297,0.0,19.2934782608696,0.0,0.0,0.0,83.15217391304348,0.0,82.6086956521739,0.0,3.125,0.0,0.0,0.0,141.50005412729345,0.0,82.98833843745692,0.0,13018.004979710997,0.0,574.6663059059015,0.0
high_it_load,carbon_aware,1,True,507.942086887436,0.0,6646.20830668801,0.0,254.969813177918,0.0,204.840617756816,0.0,1671.44211497546,0.0,0.208930264371932,0.0,0.297096658939122,0.0,965.037547249604,0.0,1545.67674820593,0.0,35.1902173913044,0.0,0.0,0.0,88.31521739130434,0.0,82.6086956521739,0.0,32.8125,0.0,0.0,0.0,67.25191816953483,0.0,53.60703331571194,0.0,6187.176471597204,0.0,574.6663059059015,0.0
high_it_load,greedy_tracking,1,True,481.048846522476,0.0,6211.89092297988,0.0,138.858897995443,0.0,76.7394473824643,0.0,2258.64990122902,0.0,0.282331237653627,0.0,0.336994043463045,0.0,841.429133208621,0.0,1267.03030526297,0.0,27.1625905797101,0.0,0.0,0.0,84.375,0.0,82.6086956521739,0.0,10.15625,0.0,0.0,0.0,129.2674106145758,0.0,87.39759501212885,0.0,11892.60177654097,0.0,574.6663059059015,0.0
high_it_load,direct_safesac,5,False,495.497172392473,1.05922435759038,6408.59925248854,33.633239311335,183.497757367025,20.5318130136252,153.243119417861,19.556241782597,2856.93400346157,135.82947236151,0.357116750432696,0.0169786840451888,0.242792304727534,0.0229250539113916,821.498426011686,26.718821842226,821.498426011686,26.718821842226,45.853713768116,14.9277257685868,37.6471920289855,3.76041335297293,94.32065217391303,2.6683758724711892,86.73913043478261,4.762804847871006,67.34375,15.343161266709348,23.75,27.386127875258307,46.11907344915305,22.923697666872897,62.03460582660305,22.8284795129497,4242.954757322082,2108.980185352307,574.6663059059015,0.0
high_it_load,residual_sac,5,False,486.621154227851,2.1252659964315,6252.95156098007,21.4661691650979,146.234039578259,14.8349762785731,116.595724807087,10.671774945248,2782.94478998456,218.675147009464,0.34786809874807,0.0273343933761831,0.323360707023033,0.0136108194028163,815.969029757252,31.8241773078451,815.969029757252,31.8241773078451,13.3763586956522,3.99950386789228,9.12817028985507,1.82483906533516,89.18478260869566,2.9512170681542274,84.78260869565217,2.1739130434782594,37.8125,16.969498141886813,12.5,12.5,89.66661138737072,27.696317522364012,70.3415650279943,12.745864236706602,8249.328247638106,2548.0612120574892,570.7992940832529,8.646901305237582
high_it_load,proposed_residual_safesac,5,False,485.851283020107,0.864145059892625,6242.51163486991,15.2159355843887,149.094750677222,4.29820541059023,115.568163556386,3.7216259292205,2618.27510343925,146.051369041493,0.327284387929907,0.0182564211301866,0.326345463584039,0.0090809576707162,838.18324801607,10.081079574304,838.18324801607,10.081079574304,14.7961956521739,1.88685385150568,7.06974637681159,0.572070213050763,88.0163043478261,1.946304845594564,83.26086956521739,0.5953506059838813,31.09375,11.191252862168739,3.75,3.4232659844072884,99.73829471962578,15.630194982995393,82.21170928449475,3.282490120824831,9175.92311420557,1437.9779384355757,574.6663059059015,0.0
ai_training_bursty,no_battery,1,True,450.853539257042,0.0,5802.59882209703,0.0,177.413227138433,0.0,139.569796997203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.664562741502,0.0,1394.06060573246,0.0,0.0,0.0,0.0,0.0,82.6086956521739,0.0,82.6086956521739,0.0,0.0,0.0,0.0,0.0,88.00044844890644,0.0,53.860838706386176,0.0,8096.041257299392,0.0,356.40551977989185,0.0
ai_training_bursty,rule_based,1,True,411.755872564082,0.0,5335.30805683733,0.0,213.795399602601,0.0,166.034941825227,0.0,1025.52238269882,0.0,0.128190297837352,0.0,0.265950438867454,0.0,838.80662182921,0.0,1394.06060573246,0.0,30.0271739130435,0.0,0.0,0.0,86.41304347826087,0.0,83.69565217391305,0.0,21.875,0.0,6.25,0.0,65.59568148170563,0.0,43.46061223134369,0.0,6034.802696316918,0.0,356.40551977989185,0.0
ai_training_bursty,tou_self_consumption,1,True,413.271465143964,0.0,5457.59768348003,0.0,218.824019886366,0.0,165.833056589633,0.0,1020.05340299921,0.0,0.127506675374901,0.0,0.249865940515036,0.0,853.529612363548,0.0,1394.06060573246,0.0,19.3840579710145,0.0,0.0,0.0,83.69565217391305,0.0,83.69565217391305,0.0,6.25,0.0,6.25,0.0,82.04043127058902,0.0,50.14526464036021,0.0,7547.71967689419,0.0,356.40551977989185,0.0
ai_training_bursty,carbon_aware,1,True,431.324828699799,0.0,5636.83443471793,0.0,223.614624068123,0.0,179.419322576519,0.0,1671.44211497546,0.0,0.208930264371932,0.0,0.297096658939122,0.0,893.565498568754,0.0,1394.06060573246,0.0,35.1902173913044,0.0,0.0,0.0,91.9836956521739,0.0,89.1304347826087,0.0,53.90625,0.0,37.5,0.0,36.239289210452874,0.0,26.119066932906495,0.0,3334.014607361664,0.0,356.40551977989185,0.0
ai_training_bursty,greedy_tracking,1,True,431.718811012029,0.0,5608.78248350527,0.0,74.4147456740582,0.0,36.0586497211258,0.0,2490.07018396794,0.0,0.311258772995993,0.0,0.219289329863562,0.0,650.818343233907,0.0,1387.90268537418,0.0,15.4664855072464,0.0,0.0,0.0,86.0054347826087,0.0,82.6086956521739,0.0,19.53125,0.0,0.0,0.0,57.42897274578008,0.0,36.13723483250037,0.0,5283.465492611768,0.0,356.40551977989185,0.0
ai_training_bursty,direct_safesac,5,False,429.822783300171,4.14257140337842,5506.31839053328,52.3625646758424,171.319452392467,22.1047181903114,143.775984635519,19.8973519365013,2864.95900307969,217.403306506086,0.358119875384961,0.0271754133132608,0.176868873493572,0.0227853861082052,723.515466233364,26.1403293947621,723.515466233364,26.1403293947621,44.7871376811594,17.7456469305283,26.6485507246377,4.04185473140867,92.44565217391305,2.7987151681847866,89.56521739130434,3.3147718873862817,56.5625,16.092612217062523,40.0,19.059938352471132,38.3166846783555,13.65404322160863,30.914783951683923,8.750758105974846,3525.134990408706,1256.171976387994,356.40551977989185,0.0
ai_training_bursty,residual_sac,5,False,419.113135100759,3.65672649974079,5383.64028410249,48.925842635805,112.181092250939,7.5195195119176,95.4620633985073,6.0362083092717,2572.65349072405,197.269900647634,0.321581686340507,0.0246587375809543,0.229566781716631,0.0273484533349311,679.536483450833,23.2615206848479,679.536483450833,23.2615206848479,6.33378623188406,1.22632266461626,6.65534420289855,1.23916076835118,89.02173913043478,1.4165664694541704,88.26086956521739,0.9094130723196501,36.875,8.14525719936148,32.5,5.2291251658379725,54.34382561738183,7.273492328035823,35.66244972509077,2.9676255250009658,4999.631956799129,669.1612941792957,356.40551977989185,0.0
ai_training_bursty,proposed_residual_safesac,5,False,420.435295963225,2.93881689602559,5414.7878493065,32.5377396676888,105.698096926722,4.12660119993483,88.8078720581419,4.30664991005695,2514.86555624819,239.217183013018,0.314358194531023,0.0299021478766272,0.212050103666203,0.0161011637442559,675.851772993856,6.96371257867224,675.851772993856,6.96371257867224,6.45606884057971,0.64470470599871,5.47101449275362,0.428267608389746,89.04891304347825,1.4366239008572077,87.6086956521739,0.5953506059838735,37.03125,8.26058742992894,28.75,3.4232659844072884,54.257141571606056,7.015594881779184,37.457512677696485,2.265566419095719,4991.6570245877565,645.434729123685,356.40551977989185,0.0
smooth_cloud_service,no_battery,1,True,414.628066948026,0.0,5381.84319806201,0.0,144.738026061487,0.0,120.916452909034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.69205489147,0.0,961.475911025145,0.0,0.0,0.0,0.0,0.0,82.6086956521739,0.0,82.6086956521739,0.0,0.0,0.0,0.0,0.0,95.35605908023066,0.0,52.62859013078785,0.0,8772.757435381222,0.0,342.8143669040238,0.0
smooth_cloud_service,rule_based,1,True,376.057122220844,0.0,4923.19770032849,0.0,187.22542326269,0.0,148.373824286273,0.0,1043.8022028573,0.0,0.130475275357162,0.0,0.265935578335714,0.0,678.31204078493,0.0,961.475911025145,0.0,30.0611413043478,0.0,0.0,0.0,86.27717391304348,0.0,83.69565217391305,0.0,21.09375,0.0,6.25,0.0,71.16996350223016,0.0,42.417030846695425,0.0,6547.636642205174,0.0,327.40697462726723,0.0
smooth_cloud_service,tou_self_consumption,1,True,377.790277345284,0.0,5049.36366079529,0.0,191.713948242346,0.0,147.786952498765,0.0,1034.06602000132,0.0,0.129258252500166,0.0,0.252871630035769,0.0,693.972288422177,0.0,961.475911025145,0.0,19.4519927536232,0.0,0.0,0.0,83.69565217391305,0.0,83.69565217391305,0.0,6.25,0.0,6.25,0.0,89.00252723887549,0.0,49.15989960052366,0.0,8188.232505976544,0.0,342.8143669040238,0.0
smooth_cloud_service,carbon_aware,1,True,395.199963840508,0.0,5219.2491383536,0.0,202.148163286577,0.0,163.981909687737,0.0,1671.44211497546,0.0,0.208930264371932,0.0,0.297096658939122,0.0,780.910590032517,0.0,1229.19175419676,0.0,35.1902173913044,0.0,0.0,0.0,91.71195652173913,0.0,86.95652173913044,0.0,52.34375,0.0,25.0,0.0,39.54157787698851,0.0,25.678626747652455,0.0,3637.8251646829435,0.0,322.45933826088276,0.0
smooth_cloud_service,greedy_tracking,1,True,409.828729560926,0.0,5354.70908839513,0.0,44.8999249171651,0.0,18.5606994131759,0.0,2456.53813626966,0.0,0.307067267033707,0.0,0.15343753486963,0.0,537.028885831011,0.0,927.042159685702,0.0,10.745018115942,0.0,0.0,0.0,88.58695652173913,0.0,82.6086956521739,0.0,34.375,0.0,0.0,0.0,40.46606594899875,0.0,24.938854549150808,0.0,3722.8780673078845,0.0,326.6763035738684,0.0
smooth_cloud_service,direct_safesac,5,False,398.397279174843,5.97611111184592,5135.4431357975,72.0469745994711,156.170880220827,27.9493296864972,129.751344322289,24.8597599600205,2879.24321437281,284.896945114177,0.359905401796602,0.0356121181392721,0.156723825623227,0.0276063401709678,653.673753282717,28.0132532708152,653.673753282717,28.0132532708152,41.0892210144928,19.8190535216119,18.0140398550725,5.41886657415015,99.70108695652173,0.22325647724395253,97.82608695652175,1.33124442542564,98.28125,1.283724744152733,87.5,7.654655446197432,0.4014427286138087,0.650401732813725,1.173580197426783,1.6377134395870057,36.9327310324704,59.83695941886271,84.08552676729066,124.99692330203571
smooth_cloud_service,residual_sac,5,False,389.545836039472,5.2204001986103,5037.3669999104,64.7571735565506,86.9970558483945,4.96344380777746,76.0865269920786,5.13849716202907,2725.8454357056,247.5445188592,0.3407306794632,0.0309430648574,0.19346295911948,0.0354312085466939,570.18710623311,19.5649159225808,570.18710623311,19.5649159225808,0.253623188405797,0.157825560341511,5.61367753623188,1.04879267428416,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_cloud_service,proposed_residual_safesac,5,False,392.366141019471,3.04049498803581,5084.94515496197,38.3878332348525,79.6564557919917,4.05177244163068,68.6029570027117,4.62654853254397,2625.31441989162,264.523338073059,0.328164302486452,0.0330654172591324,0.165654124117727,0.0203404491191743,566.121357825037,15.928199075137,566.121357825037,15.928199075137,0.382699275362319,0.231820360363582,5.07019927536232,0.726157543341335,99.97282608695653,0.06076271677988532,99.78260869565217,0.4861017342390825,99.84375,0.34938562148434216,98.75,2.7950849718747373,0.015834607928329216,0.03540725972480124,0.06333843171331686,0.14162903889920497,1.4567839294062879,3.257467894681714,5.8271357176251515,13.029871578726857
workload_shiftable,no_battery,1,True,402.715893799518,0.0,5323.65455787936,0.0,136.143506907223,0.0,113.863176627472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.333922260507,0.0,968.667782113034,0.0,0.0,0.0,0.0,0.0,82.6086956521739,0.0,82.6086956521739,0.0,0.0,0.0,0.0,0.0,37.954782958385934,0.0,27.012733401617435,0.0,3491.840032171506,0.0,183.86102091289672,0.0
workload_shiftable,rule_based,1,True,364.349542469674,0.0,4870.65606103271,0.0,185.074705015555,0.0,144.393524437139,0.0,1036.46524652992,0.0,0.12955815581624,0.0,0.265935578335714,0.0,676.86474728226,0.0,968.667782113034,0.0,30.0384963768116,0.0,0.0,0.0,86.68478260869566,0.0,85.8695652173913,0.0,23.4375,0.0,18.75,0.0,28.01169753950949,0.0,21.466951249594864,0.0,2577.076173634873,0.0,183.86102091289672,0.0
workload_shiftable,tou_self_consumption,1,True,366.569734013327,0.0,5005.04986593153,0.0,192.029061830547,0.0,144.88249602848,0.0,1024.7732569892,0.0,0.12809665712365,0.0,0.25066459882039,0.0,695.638653792134,0.0,968.667782113034,0.0,19.4633152173913,0.0,0.0,0.0,83.69565217391305,0.0,83.69565217391305,0.0,6.25,0.0,6.25,0.0,35.36534107048482,0.0,25.142239096232274,0.0,3253.611378484603,0.0,183.86102091289672,0.0
workload_shiftable,carbon_aware,1,True,383.366475461298,0.0,5161.0993531082,0.0,214.965403407811,0.0,167.926350540103,0.0,1671.44211497546,0.0,0.208930264371932,0.0,0.297096658939122,0.0,844.975561385853,0.0,1287.52458882779,0.0,35.1902173913044,0.0,0.0,0.0,92.66304347826087,0.0,91.30434782608695,0.0,57.8125,0.0,50.0,0.0,15.359604337397027,0.0,12.822548174991645,0.0,1413.0835990405262,0.0,183.86102091289672,0.0
workload_shiftable,greedy_tracking,1,True,411.026404168419,0.0,5379.63435794488,0.0,32.492228190692,0.0,15.8671138318142,0.0,2351.90555765131,0.0,0.293988194706414,0.0,0.155158497015945,0.0,533.321176391366,0.0,968.667782113034,0.0,11.1526268115942,0.0,0.0,0.0,87.77173913043478,0.0,82.6086956521739,0.0,29.6875,0.0,0.0,0.0,18.073042310251825,0.0,12.465165697148217,0.0,1662.7198925431676,0.0,164.30709011397812,0.0
workload_shiftable,direct_safesac,5,False,391.849692371312,7.48315104803311,5119.92301945521,82.98845243325,151.74414739645,23.7598808507307,126.459614312105,21.303958437211,2814.32952307344,249.241149737126,0.35179119038418,0.0311551437171408,0.141512633233047,0.0312985866130041,651.468433991905,18.6533777998955,651.468433991905,18.6533777998955,37.0742753623188,20.0685385871537,15.5819746376812,4.41145768819521,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
workload_shiftable,residual_sac,5,False,388.697940778742,5.66733548530361,5053.47795812675,63.893623467885,85.4370558519559,4.06824505514568,75.2654793333497,4.31879352000861,2831.79598355922,241.672221573587,0.353974497944903,0.0302090276966984,0.179780372767172,0.0339443030696579,572.879866408196,16.2840245475554,572.879866408196,16.2840245475554,0.235507246376812,0.207142300799875,4.78940217391304,0.82417115173786,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
workload_shiftable,proposed_residual_safesac,5,False,393.135213269604,3.7286931872166,5109.56249636215,43.757843769192,77.3146760119268,4.10489940709098,66.6693719036906,4.15561037422392,2723.7430341689,251.877519544281,0.340467879271112,0.0314846899430351,0.152276366818603,0.016223702759825,562.118678825313,18.7702095196226,562.118678825313,18.7702095196226,0.233242753623188,0.127497176270464,4.4338768115942,1.090506685332,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hot_day_cooling_stress,no_battery,1,True,415.858605337188,0.0,5392.14786220003,0.0,152.675216399548,0.0,127.074302644856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.77936936933,0.0,1013.62424421038,0.0,0.0,0.0,0.0,0.0,82.6086956521739,0.0,82.6086956521739,0.0,0.0,0.0,0.0,0.0,88.18845359512157,0.0,54.05710351696441,0.0,8113.337730751185,0.0,356.40551977989185,0.0
