daily_cost_EUR,objective_value,grid_energy_cost_EUR,imported_energy_kWh,exported_energy_kWh,export_energy_kWh,carbon_emissions_kgCO2,carbon_intensity_avg_gCO2_per_kWh,pv_generation_kWh,pv_used_locally_kWh,renewable_self_consumption_ratio_pct,PV_self_consumption_kWh,renewable_self_consumption_ratio,battery_throughput_kWh,equivalent_full_cycles,mean_daily_peak_import_kW,horizon_max_grid_import_kW,peak_contract_violation_count,peak_contract_violation_energy_kWh,VPP_tracking_RMSE_kW,VPP_tracking_MAE_kW,DR_success_rate_pct,DR_interval_compliance_pct,DR_event_count,DR_successful_event_count,DR_event_compliance_pct,DR_max_violation_kW,feasible_DR_success_pct,DR_violation_energy_kWh,min_SOC,max_SOC,final_SOC,terminal_SOC_error,hard_clip_fraction_pct,soft_coach_fraction_pct,physical_projection_fraction_pct,service_coaching_fraction_pct,mean_reward,day_index,date,controller
423.07454570512,171.309947713947,423.07454570512,10839.8707387464,0,0,5197.19263149112,479.451531918558,1613.7,1613.7,100,1613.7,1,0,0,757.725263227537,757.725263227537,11,77.229989703475,166.402247202915,135.649141819006,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.78447862202028,15,2019-10-16,no_battery
485.641439381095,238.764797272239,485.641439381095,10918.1541845526,0,0,5770.5993296319,528.532500282543,1563.5,1563.5,100,1563.5,1,0,0,768.231469558988,768.231469558988,14,137.083494805931,183.768661466652,149.357025198125,0,0,1,0,0,320.080391487531,0,507.271893955034,0.55,0.55,0.55,0,0,0,0,0,-2.48713330491916,16,2019-10-17,no_battery
361.886862621911,150.531993063905,361.886862621911,10506.1678664603,0,0,4555.61154759953,433.613055255168,1555.2,1555.2,100,1555.2,1,0,0,703.363881046615,703.363881046615,7,24.928889449973,159.313873812775,129.788556095662,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.56804159441567,17,2019-10-18,no_battery
353.417952443409,142.330412043417,353.417952443409,10468.7667499878,0,0,4685.32607196959,447.552819148927,908,908,100,908,1,0,0,626.505901488559,626.505901488559,0,0,106.266378371674,87.042649183087,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.48260845878559,18,2019-10-19,no_battery
274.604541678715,134.877649436989,274.604541678715,7786.10603681975,0,0,4365.28572431646,560.650690303143,1416.7,1416.7,100,1416.7,1,0,0,486.320498214621,486.320498214621,0,0,148.976050120799,120.215106357591,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.40497551496863,19,2019-10-20,no_battery
283.047551766997,113.920615959729,283.047551766997,6446.80663362266,0,0,3684.2038927612,571.47733787246,1177.4,1177.4,100,1177.4,1,0,0,402.510791117719,402.510791117719,0,0,105.01099576899,81.1559938470078,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.18667308291385,20,2019-10-21,no_battery
494.86506908928,235.761032215321,494.86506908928,10579.8563270744,0,0,6098.07895661671,576.385800345076,1432.6,1432.6,100,1432.6,1,0,0,721.264986975643,721.264986975643,9,52.8878107870069,172.031690091232,141.596177531891,0,0,1,0,0,283.732296576923,0,466.54452867581,0.55,0.55,0.55,0,0,0,0,0,-2.45584408557626,21,2019-10-22,no_battery
468.712842303507,195.680481081269,468.712842303507,10876.7130048733,0,0,6153.83692656508,565.780941706179,1354.2,1354.2,100,1354.2,1,0,0,775.773407733681,775.773407733681,10,99.4954133047298,163.236865007611,137.340414511629,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.03833834459655,22,2019-10-23,no_battery
407.839485352784,177.981855371218,407.839485352784,11039.9814037868,0,0,5728.62671010643,518.898220982644,1279.8,1279.8,100,1279.8,1,0,0,730.621801966068,730.621801966068,10,74.926526144367,152.787823664834,124.767171958713,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.85397766011685,23,2019-10-24,no_battery
374.942055085548,157.519871629207,374.942055085548,10515.830768986,0,0,4584.50005830424,435.961756994527,1652.4,1652.4,100,1652.4,1,0,0,753.446140537848,753.446140537848,9,78.7211614385496,182.759203156132,148.640724663382,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.64083199613758,24,2019-10-25,no_battery
199.345459235773,105.961743636118,199.345459235773,9507.79669258338,0,0,3035.78552816439,319.29432510189,2015.9,2015.9,100,2015.9,1,0,0,657.141972293667,657.141972293667,0,0,177.174447659987,140.400591863552,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.10376816287623,25,2019-10-26,no_battery
209.059270698639,93.8807405193988,209.059270698639,8076.82390145576,0,0,2943.30851078069,364.414099736679,1225.4,1225.4,100,1225.4,1,0,0,472.286934487896,472.286934487896,0,0,117.083509554741,91.1000200014863,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-0.977924380410405,26,2019-10-27,no_battery
264.621068709823,107.520505539658,264.621068709823,6138.66872255321,0,0,3285.32712360514,535.185603278279,1398.4,1398.4,100,1398.4,1,0,0,403.838526423287,403.838526423287,0,0,126.466248169915,97.351304502864,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.1200052660381,27,2019-10-28,no_battery
528.102115921329,236.673448561034,528.102115921329,10796.1830647943,0,0,6353.45906528632,588.491231313458,1187.9,1187.9,100,1187.9,1,0,0,720.406849611159,720.406849611159,6,43.3280950742061,173.245246903342,147.750614965087,0,0,1,0,0,258.098445106332,0,406.067425905368,0.55,0.55,0.55,0,0,0,0,0,-2.46534842251077,28,2019-10-29,no_battery
524.180381027668,210.440437205126,524.180381027668,10737.0664372177,0,0,6325.95379882363,589.169661547038,1584,1584,100,1584,1,0,0,770.674951011103,770.674951011103,13,151.583271082271,191.525277377713,159.181006761445,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.1920878875534,29,2019-10-30,no_battery
456.897723203685,193.093132733646,456.897723203685,10385.425805576,0,0,5721.36039734383,550.90282328838,2027.9,2027.9,100,2027.9,1,0,0,732.329036920081,732.329036920081,16,142.654406690803,208.277347949867,166.61975079918,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.01138679930882,30,2019-10-31,no_battery
359.033779483853,155.640730534447,359.033779483853,11225.191454326,0,0,5174.25675917701,460.950423895261,757.2,757.2,100,757.2,1,0,0,721.580789133417,721.580789133417,1,11.2777308802728,121.11253822543,100.468753765617,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.62125760973383,31,2019-11-01,no_battery
291.178590035813,125.900659187877,291.178590035813,10581.3380232455,0,0,4056.68338246457,383.380946110282,819,819,100,819,1,0,0,627.647244888616,627.647244888616,0,0,115.353489748303,98.9622891620907,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.31146519987372,32,2019-11-02,no_battery
230.75284462294,119.880163061583,230.75284462294,8424.46625118371,0,0,4194.97242972645,497.951122913814,700.5,700.5,100,700.5,1,0,0,462.765481016964,462.765481016964,0,0,105.295210813766,87.1531427109337,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.24875169855815,33,2019-11-03,no_battery
255.519649996614,109.76794156919,255.519649996614,6701.41035492811,0,0,3618.60398610496,539.976481733266,940.7,940.7,100,940.7,1,0,0,390.29740235096,390.29740235096,0,0,101.089877061351,83.3365144019234,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.1434160580124,34,2019-11-04,no_battery
503.607175194215,201.33130838311,503.607175194215,11398.3594981187,0,0,6490.49915388748,569.42397324446,715.9,715.9,100,715.9,1,0,0,694.903993110142,694.903993110142,10,19.4416852256157,150.128166408241,122.157301064196,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.09720112899073,35,2019-11-05,no_battery
612.712788199019,222.183751043707,612.712788199019,11513.5121478441,0,0,6998.12773372198,607.818678076641,628.5,628.5,100,628.5,1,0,0,737.137248821678,737.137248821678,12,76.5343438284532,138.444691960818,120.304250144196,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.31441407337194,36,2019-11-06,no_battery
476.196348694855,192.654478333585,476.196348694855,11182.2552860291,0,0,5955.87318481067,532.618244930594,1100.7,1100.7,100,1100.7,1,0,0,744.404221419523,744.404221419523,14,88.0264935324586,164.240277541643,140.835403904658,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.00681748264151,37,2019-11-07,no_battery
552.386226795988,249.108828127006,552.386226795988,11465.7038586853,0,0,6831.21872856494,595.795845833771,656.3,656.3,100,656.3,1,0,0,751.850025418874,751.850025418874,8,80.8603692240492,139.194685596498,115.500582348757,0,0,1,0,0,276.750204345378,0,456.551995601271,0.55,0.55,0.55,0,0,0,0,0,-2.59488362632298,38,2019-11-08,no_battery
450.041125284266,183.927168922792,450.041125284266,10745.0032714627,0,0,6149.82401143827,572.342683949792,615.2,615.2,100,615.2,1,0,0,636.502103473263,636.502103473263,0,0,115.659283200988,101.507179127715,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.91590800961242,39,2019-11-09,no_battery
337.902340720949,144.302304441731,337.902340720949,8111.12022112853,0,0,4652.21640995323,573.560283058651,1260.8,1260.8,100,1260.8,1,0,0,486.350334400559,486.350334400559,0,0,138.570427794736,108.45863938576,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.50314900460136,40,2019-11-10,no_battery
270.766116534109,102.905053201834,270.766116534109,6792.89097782902,0,0,3340.355278891,491.742807266217,773.1,773.1,100,773.1,1,0,0,369.319077262765,369.319077262765,0,0,86.8525479200757,68.2477972656019,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.0719276375191,41,2019-11-11,no_battery
497.973661838702,181.039075423736,497.973661838702,11385.8476198229,0,0,5377.00227687756,472.253138845467,725.6,725.6,100,725.6,1,0,0,749.94450575196,749.94450575196,13,96.4335864230068,164.960358446242,131.152970404061,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.88582370233058,42,2019-11-12,no_battery
557.186476864557,199.475188273407,557.186476864557,11542.8324654431,0,0,6103.95054585464,528.808727331758,601.9,601.9,100,601.9,1,0,0,772.581887834014,772.581887834014,9,115.259360957196,139.001834272577,119.534505478713,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.07786654451465,43,2019-11-13,no_battery
500.774577458819,191.038214940031,500.774577458819,11112.2973729519,0,0,5594.44302210729,503.446122286518,1402.6,1402.6,100,1402.6,1,0,0,794.469825255783,794.469825255783,15,164.419888638778,177.387440796852,146.835780012989,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.98998140562532,44,2019-11-14,no_battery
462.333838460909,178.979188182222,462.333838460909,11704.6021634613,0,0,5809.16655430481,496.314737842139,497.2,497.2,100,497.2,1,0,0,759.497305557913,759.497305557913,6,47.4474047643835,117.678694839265,100.751828329559,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.86436654356481,45,2019-11-15,no_battery
417.777336192941,170.174328213676,417.777336192941,11047.7756611189,0,0,5565.42946940377,503.760181245399,649.1,649.1,100,649.1,1,0,0,674.880435478622,674.880435478622,0,0,121.131487162416,105.140167551183,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.7726492522258,46,2019-11-16,no_battery
336.614186869341,138.156514946934,336.614186869341,9173.54511694441,0,0,4677.50215735535,509.890352936245,405.4,405.4,100,405.4,1,0,0,483.565720774968,483.565720774968,0,0,92.6424112323541,79.6066131161232,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.43913036403056,47,2019-11-17,no_battery
295.410930492077,110.759443868688,295.410930492077,7267.89155749442,0,0,3538.47413730468,486.863914976266,584.7,584.7,100,584.7,1,0,0,412.884713901586,412.884713901586,0,0,90.2260321241085,76.5717219197435,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.1537442069655,48,2019-11-18,no_battery
603.939692862449,265.574440265133,603.939692862449,11915.1770081637,0,0,6371.07913665146,534.702852696718,733.5,733.5,100,733.5,1,0,0,788.363752876636,788.363752876636,24,316.303576955164,178.218915358926,137.801138776058,0,0,1,0,0,299.337915366188,0,527.958295656446,0.55,0.55,0.55,0,0,0,0,0,-2.76640041942847,49,2019-11-19,no_battery
664.537235990018,247.851501560026,664.537235990018,12403.1438899742,0,0,7837.59848821677,631.904181531921,433.8,433.8,100,433.8,1,0,0,833.048455816687,833.048455816687,21,301.124407858061,136.933309587681,116.730785816043,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.5817864745836,50,2019-11-20,no_battery
644.666810252636,245.908532856036,644.666810252636,12783.5851062344,0,0,7633.80918016911,597.157144629652,384.1,384.1,100,384.1,1,0,0,801.701839674054,801.701839674054,27,481.078515951362,146.118378661202,127.148387702021,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.56154721725038,51,2019-11-21,no_battery
527.480281223699,212.84597148313,527.480281223699,12167.1370322154,0,0,6567.5683292506,539.77926868592,593.2,593.2,100,593.2,1,0,0,805.573042521931,805.573042521931,22,312.857451733406,156.648205932467,139.277377219923,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.2171455362826,52,2019-11-22,no_battery
346.362247591617,143.011633227133,346.362247591617,11342.0669180096,0,0,4456.09271963976,392.881892855359,950.6,950.6,100,950.6,1,0,0,690.639742344583,690.639742344583,1,3.54246918306427,136.546283927855,115.596774794146,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.48970451278263,53,2019-11-23,no_battery
318.566492560398,140.937996483901,318.566492560398,9080.6693988818,0,0,4694.91654147273,517.023176953328,767.5,767.5,100,767.5,1,0,0,515.144640268685,515.144640268685,0,0,119.170342309899,98.1825575396174,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.46810413004064,54,2019-11-24,no_battery
399.576185152145,144.52626564318,399.576185152145,7865.30911878691,0,0,4902.70135527389,623.332316788847,278.4,278.4,100,278.4,1,0,0,421.709247291365,421.709247291365,0,0,66.9338192054524,57.1177449925081,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.50548193378313,55,2019-11-25,no_battery
605.837835352542,277.769348459319,605.837835352542,12744.1884116456,0,0,7170.74486421675,562.667832002873,447.2,447.2,100,447.2,1,0,0,781.770940190322,781.770940190322,27,363.612319261119,166.990552712123,133.60706299409,0,0,1,0,0,304.071868061484,0,509.416299436089,0.55,0.55,0.55,0,0,0,0,0,-2.8934307131179,56,2019-11-26,no_battery
515.733830761329,204.999855121377,515.733830761329,13257.8415283727,0,0,6108.86675964864,460.773855727211,329.9,329.9,100,329.9,1,0,0,846.615644153015,846.615644153015,25,518.269668998309,141.048229143938,121.362035665745,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.13541515751434,57,2019-11-27,no_battery
412.425247187248,223.236813447242,412.425247187248,13237.9761174636,0,0,4775.80508755771,360.765501099328,496.1,496.1,100,496.1,1,0,0,828.355250291857,828.355250291857,30,571.327853767271,160.909258226467,140.823070227114,0,0,1,0,0,341.512231291885,0,528.909008682472,0.55,0.55,0.55,0,0,0,0,0,-2.32538347340877,58,2019-11-28,no_battery
553.262909950609,248.174484396401,553.262909950609,13164.7240318885,0,0,5809.69421393139,441.307709896445,614.3,614.3,100,614.3,1,0,0,818.24374504766,818.24374504766,24,520.175363778793,157.447189491833,133.520823926476,0,0,1,0,0,324.054978052127,0,481.673140024788,0.55,0.55,0.55,0,0,0,0,0,-2.58515087912917,59,2019-11-29,no_battery
512.068910338404,207.369341992569,512.068910338404,11947.9193305661,0,0,6689.76252935958,559.910252511105,935.5,935.5,100,935.5,1,0,0,753.096224906765,753.096224906765,14,104.403295369138,146.726436315439,126.031944232613,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.1600973124226,60,2019-11-30,no_battery
424.268156302719,171.030043901305,424.268156302719,9986.55919499733,0,0,5861.119289472,586.900770828863,426.3,426.3,100,426.3,1,0,0,541.97927261816,541.97927261816,0,0,98.4647519212063,77.9383316687679,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.78156295730526,61,2019-12-01,no_battery
365.714545933009,131.692830326901,365.714545933009,7863.82053729647,0,0,4150.7442835585,527.827951295732,616.6,616.6,100,616.6,1,0,0,442.859936784775,442.859936784775,0,0,100.624441306443,84.0215384195201,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.37180031590522,62,2019-12-02,no_battery
657.371382487605,291.981840631648,657.371382487605,13022.6462371601,0,0,7091.90369664225,544.582381145049,679,679,100,679,1,0,0,852.314694461524,852.314694461524,28,604.377856682562,180.767934009555,141.329513807661,0,0,1,0,0,317.590948719075,0,512.283455060382,0.55,0.55,0.55,0,0,0,0,0,-3.04147750657967,63,2019-12-03,no_battery
644.220902547151,250.323666735887,644.220902547151,12962.3671429514,0,0,7098.19825058094,547.600463117631,1164.1,1164.1,100,1164.1,1,0,0,896.310347577287,896.310347577287,30,707.347037187767,187.60632867611,161.281092231827,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.60753819516549,64,2019-12-04,no_battery
561.825028199674,299.228624433988,561.825028199674,13662.189451158,0,0,6680.54219382085,488.980351041362,916.3,916.3,100,916.3,1,0,0,912.118271702812,912.118271702812,30,1061.21569066553,188.684270859019,155.083279412294,0,0,1,0,0,339.253369310989,0,534.825659545437,0.55,0.55,0.55,0,0,0,0,0,-3.11696483785404,65,2019-12-05,no_battery
416.21252524639,240.588827511986,416.21252524639,13477.3741385472,0,0,4841.43595596645,359.226946302488,617.4,617.4,100,617.4,1,0,0,900.595676213686,900.595676213686,26,769.506327702239,169.994072884263,144.663708226795,0,0,1,0,0,319.672170257044,0,567.695261989991,0.55,0.55,0.55,0,0,0,0,0,-2.50613361991652,66,2019-12-06,no_battery
343.694792055911,138.593386449029,343.694792055911,12915.2735511695,0,0,4213.96425855478,326.27758458691,380,380,100,380,1,0,0,765.545475856274,765.545475856274,21,223.83111634695,123.571655505541,110.320649858054,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.44368110884405,67,2019-12-07,no_battery
23.7339204267613,72.6792157178592,23.7339204267613,10195.5828072755,0,0,2756.32294841285,270.344815055198,476.1,476.1,100,476.1,1,0,0,568.805564863188,568.805564863188,0,0,117.693701003149,96.1135415961389,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-0.7570751637277,68,2019-12-08,no_battery
213.659604637484,95.063829894469,213.659604637484,8061.29017645627,0,0,3092.78234407475,383.658481009344,584.2,584.2,100,584.2,1,0,0,445.568578245231,445.568578245231,0,0,100.605279392684,82.4158122818121,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-0.990248228067385,69,2019-12-09,no_battery
527.064896071239,273.388387033982,527.064896071239,13475.7636355992,0,0,6020.67182777947,446.777784961629,890.2,890.2,100,890.2,1,0,0,945.26377787535,945.26377787535,32,863.222160892733,199.223821768595,159.657005510208,0,0,1,0,0,299.264619451159,0,524.539131208624,0.55,0.55,0.55,0,0,0,0,0,-2.84779569827064,70,2019-12-10,no_battery
596.125748046443,269.751241331943,596.125748046443,14570.7143411521,0,0,7485.5095272377,513.736619356838,424.4,424.4,100,424.4,1,0,0,961.892277368952,961.892277368952,31,1163.62426595079,159.199132726925,132.811550666903,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.80990876387441,71,2019-12-11,no_battery
648.642085394571,338.213514909703,648.642085394571,14788.6286690423,0,0,7501.82462504499,507.269794443408,328.1,328.1,100,328.1,1,0,0,954.044072854661,954.044072854661,32,1286.31004712293,175.817341224314,152.23275652793,0,0,1,0,0,356.405519779892,0,546.961506073459,0.55,0.55,0.55,0,0,0,0,0,-3.52305744697607,72,2019-12-12,no_battery
541.044343214204,287.026365452378,541.044343214204,14344.1910439501,0,0,6718.1520882113,468.35350056529,335.9,335.9,100,335.9,1,0,0,886.495729820341,886.495729820341,33,868.410439233761,159.084902180537,144.261266523145,0,0,1,0,0,341.832814074389,0,548.321580405202,0.55,0.55,0.55,0,0,0,0,0,-2.98985797346227,73,2019-12-13,no_battery
301.82402798906,149.227706040716,301.82402798906,13794.1543579915,0,0,4367.21389592881,316.598885483597,444.3,444.3,100,444.3,1,0,0,840.303376387214,840.303376387214,27,569.509515455188,135.884257479153,121.747925585939,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.55445527125746,74,2019-12-14,no_battery
172.677127510492,98.7458442853609,172.677127510492,10730.9184388358,0,0,3161.9837309077,294.661053378646,558,558,100,558,1,0,0,594.158625942649,594.158625942649,0,0,134.00601373531,111.374505775439,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.02860254463918,75,2019-12-15,no_battery
349.355893769439,131.067422373222,349.355893769439,8506.80936322072,0,0,4176.07826077179,490.910055987279,555.6,555.6,100,555.6,1,0,0,469.13942434654,469.13942434654,0,0,101.651227090457,86.9985501663377,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.36528564972107,76,2019-12-16,no_battery
